label,country,bounds_fid,area_km2,population,business_and_services_count,active_life_count,arts_and_entertainment_count,public_services_count,retail_count,health_and_medical_count,eat_and_drink_count,education_count,attractions_and_activities_count,religious_count,accommodation_count,business_and_services_per_1000_pop,business_and_services_per_km2,active_life_per_1000_pop,active_life_per_km2,arts_and_entertainment_per_1000_pop,arts_and_entertainment_per_km2,public_services_per_1000_pop,public_services_per_km2,retail_per_1000_pop,retail_per_km2,health_and_medical_per_1000_pop,health_and_medical_per_km2,eat_and_drink_per_1000_pop,eat_and_drink_per_km2,education_per_1000_pop,education_per_km2,attractions_and_activities_per_1000_pop,attractions_and_activities_per_km2,religious_per_1000_pop,religious_per_km2,accommodation_per_1000_pop,accommodation_per_km2
Tallinn,EE,10,140.65347857414955,416020.3854797861,8619.0,782.0,499.0,895.0,3900.0,793.0,1870.0,901.0,848.0,155.0,421.0,20.71773475730022,61.278256943046344,1.8797155795578109,5.559762957357262,1.199460452940342,3.5477259791832148,2.151336884532277,6.363155814366688,9.374540614162996,27.72771807377663,1.9061565915464758,5.637969341667914,4.494972038073026,13.295085332810844,2.1657592547079125,6.405813842172498,2.0383616514898,6.029001263221175,0.37257789620391396,1.1019990516500968,1.0119696406570824,2.993171617707682
Hällen,SE,11,84.43184990107933,171635.614024446,2151.0,310.0,122.0,395.0,938.0,406.0,757.0,376.0,299.0,81.0,124.0,12.532364056411007,25.476168087281277,1.8061519560610935,3.6716002357309137,0.7108081891595271,1.4449523508360371,2.3013871698197805,4.678329332624874,5.465066241242922,11.109551681018056,2.365476432776787,4.8086119216346805,4.410506550768542,8.965810898220328,2.190687533803133,4.4532957697897535,1.742062693104087,3.541317646721107,0.47193002722886634,0.9593536099813033,0.7224607824244373,1.4686400942923654
Langhus,NO,12,422.6030688390266,952186.3313137499,16992.0,1828.0,913.0,2315.0,7762.0,2724.0,3333.0,1899.0,1536.0,507.0,556.0,17.84524671400797,40.20794275507831,1.91979231363033,4.325571996014781,0.9588459422015818,2.1604197113574917,2.4312468304454127,5.477953594515436,8.15176583063382,18.367116976513525,2.8607846074009955,6.445764834323994,3.500365307073244,7.886833404112289,1.9943575511947464,4.493578348157587,1.6131296464639975,3.634616294244367,0.532458809086749,1.1997073314986288,0.5839193251523324,1.3156553773436641
Västerås,SE,13,79.3697348983784,125212.93287602949,2036.0,273.0,78.0,252.0,793.0,418.0,468.0,219.0,128.0,52.0,132.0,16.260301178439754,25.652095255286,2.1802859635137786,3.43959823413216,0.6229388467182224,0.9827423526091885,2.012571658628103,3.1750137545835324,6.333211608301927,9.991213918193417,3.338313306772012,5.26649106911078,3.737633080309334,5.896454115655131,1.7490206080934705,2.7592381438642604,1.0222586202555444,1.6127053991535403,0.4152925644788149,0.6551615684061257,1.05420420213853,1.6631024428770884
Rönninge By,SE,14,56.180425713202325,71933.31186394501,807.0,153.0,22.0,102.0,462.0,120.0,162.0,108.0,71.0,12.0,40.0,11.218724386364462,14.364433692967836,2.126970050946422,2.723368469670482,0.3058388308550411,0.3915954662271281,1.4179800339642816,1.8155789797803212,6.422615447955863,8.22350479076969,1.6682118046638608,2.1359752703297894,2.252085936296212,2.883566614945216,1.5013906241974746,1.9223777432968105,0.9870253177594508,1.2637853682784588,0.16682118046638605,0.21359752703297896,0.5560706015546202,0.7119917567765965
Sjöberg,SE,15,480.76158618120155,1462756.0502032698,24165.0,2743.0,1260.0,3324.0,9439.0,3466.0,7822.0,2569.0,2517.0,564.0,1247.0,16.52018461768929,50.26399923493905,1.8752272462785733,5.705530722178267,0.8613876523189946,2.6208416733301556,2.272422663736776,6.914029938213838,6.452887341459516,19.63343218616138,2.369499684871139,7.209394634731999,5.347439854316806,16.270018705387677,1.7562737133392836,5.343604967289817,1.7207243816562774,5.235443247438096,0.3855735205618357,1.1731386537763553,0.852500319398243,2.593801243367225
Geber,SE,16,75.81431203728802,124120.87433880902,1160.0,199.0,35.0,133.0,419.0,112.0,241.0,136.0,113.0,26.0,66.0,9.345728558385616,15.300541135682575,1.6032758475161533,2.624834212069683,0.28198318926163496,0.46165425840421564,1.071536119194213,1.7542861819360194,3.3757416085892875,5.526660979181896,0.902346205637232,1.47729362689349,1.9416556746301152,3.178819322154742,1.0957061068452103,1.793856546942095,0.9104028681875644,1.490483748562182,0.20947322630864312,0.3429431633859888,0.5317397283219404,0.8705480301336638
Torsjödal,SE,17,48.22360565165474,76668.59759861359,857.0,99.0,33.0,117.0,385.0,150.0,263.0,102.0,77.0,48.0,51.0,11.177979340207695,17.771379564410342,1.2912718257649496,2.052936495772023,0.43042394192164984,0.6843121652573411,1.5260485213585768,2.4261976768214817,5.021612655752581,7.983641928002312,1.9564724632802266,3.1105098420788226,3.4303483856179975,5.453760589778202,1.330401275030554,2.1151466926135996,1.0043225311505164,1.5967283856004624,0.6260711882496726,0.9953631494652233,0.665200637515277,1.0575733463067998
Tartu linn,EE,18,50.13756231486249,96449.20627451938,1802.0,187.0,126.0,226.0,834.0,195.0,343.0,288.0,188.0,42.0,82.0,18.683409326055436,35.94111713456451,1.938844364024621,3.729738570568015,1.3063871115887817,2.513085881773101,2.3432022795163867,4.507598486354927,8.647038500516222,16.63423512221243,2.021789577458829,3.889299578934561,3.5562760259916844,6.841178233715664,2.9860276836315016,5.744196301195659,1.9492125157038969,3.749683696613833,0.435462370529594,0.8376952939243669,0.8501884377006358,1.6355003357570974
Venan,SE,19,54.91461296311262,109920.47931596886,1708.0,256.0,83.0,276.0,669.0,270.0,477.0,194.0,132.0,61.0,97.0,15.538505750964896,31.102832339860104,2.3289563654842,4.661782833140625,0.7550913216218305,1.5114374029323119,2.5109060815376534,5.025984616979736,6.086218001988007,12.182549669418272,2.456321166721617,4.9167240818280025,4.339500727874857,8.686212544562805,1.7649122457184951,3.5327573032393795,1.2008681259527907,2.4037317733381345,0.554946633963032,1.1108154407092894,0.8824561228592476,1.7663786516196898
Stokka,NO,20,146.25832161974458,186620.82341979526,3369.0,379.0,169.0,357.0,1713.0,508.0,603.0,371.0,281.0,143.0,124.0,18.052647814234447,23.03458676873803,2.0308558983659415,2.5913055462605263,0.9055795430708288,1.1554898082269893,1.9129698040016914,2.440886754657013,9.179039983907275,11.712154091673566,2.7220970880472244,3.473306642481128,3.2311506773473946,4.122842333496299,1.9879882276880325,2.536607803859249,1.5057269325615554,1.9212582018448758,0.7662596133676243,0.9777221454228372,0.6644488955075902,0.8478150072198029
Lundsbacken,SE,21,54.86422509511597,97941.50195343282,1618.0,183.0,92.0,201.0,663.0,226.0,422.0,179.0,136.0,59.0,88.0,16.52006521984207,29.490984283382048,1.8684622591045115,3.3355068750673142,0.9393362176918855,1.6768668442961363,2.0522454321311847,3.6635895185165586,6.769346873149132,12.084377367047155,2.3074998391126753,4.119259856640508,4.308694389847562,7.691715307532277,1.827621553987473,3.2625996209674826,1.3885839739793089,2.4788466393942885,0.6024004004763179,1.075381997972522,0.898495512574847,1.6039595901963042
Linköping,SE,22,63.82104515666359,106750.93536828447,1611.0,207.0,68.0,255.0,728.0,257.0,483.0,174.0,153.0,56.0,78.0,15.091202661992089,25.24245718705211,1.9390930794738437,3.243444219565355,0.6369967604068666,1.0654792605335466,2.38873785152575,3.9955472270007997,6.819612376120571,11.40689561277091,2.407473050361246,4.0268848523106096,4.524550518772302,7.5680365123191615,1.6299622986881586,2.7263734019534867,1.4332427109154497,2.39732833620048,0.5245855673938902,0.8774535086746854,0.730672754584347,1.2221673870825975
Huskvarna,SE,23,63.70487058071458,82224.18724607605,1258.0,179.0,94.0,197.0,615.0,193.0,403.0,129.0,121.0,73.0,80.0,15.299634354975458,19.74731270203436,2.176974999634823,2.809832252515223,1.1432159215959403,1.475554367242631,2.395888686748939,3.0923852164553014,7.479550976398972,9.653892934619341,2.3472412007235794,3.029595668913062,4.9012342170549354,6.326046914880641,1.568881424317833,2.0249629082372276,1.4715864522671147,1.8993838131527485,0.8878166199628048,1.145909242645873,0.9729497205071833,1.2557909508447924
Borås,SE,24,54.08717444686584,73058.93595372036,1227.0,176.0,45.0,184.0,520.0,182.0,311.0,112.0,89.0,46.0,51.0,16.79466014639538,22.68559991436381,2.409014006328922,3.2540061816854364,0.6159410811636449,0.8319902169082081,2.5185146429802368,3.4019155535802286,7.117541382335451,9.614109173161516,2.491139483817408,3.3649382106065304,4.256837249819857,5.74997683241006,1.5330089131184048,2.0707312065270957,1.2181945827458753,1.645491762329567,0.6296286607450592,0.8504788883950571,0.6980665586521309,0.9429222458293025
Latgales apkaime,LV,25,175.75185902748382,543899.3683230102,9997.0,1019.0,702.0,1233.0,5235.0,965.0,2091.0,1393.0,1134.0,207.0,647.0,18.380238298168045,56.88133289353533,1.8735083350838493,5.797947206013054,1.2906799325111502,3.994267849481025,2.266963471205482,7.01557301767821,9.624942231760501,29.786313663864906,1.7742252633522222,5.490695832976052,3.8444611664968877,11.897455944821685,2.5611355355954877,7.925947456306364,2.084944506364166,6.45227883377704,0.38058510830456993,1.177796929975174,1.1895582853770856,3.6813266362025967
Partille,SE,26,231.7819986885712,565033.7100669488,9075.0,1152.0,479.0,1128.0,3663.0,1277.0,2964.0,928.0,843.0,284.0,453.0,16.060988642473625,39.15317001038301,2.0388164094908667,4.970187531896554,0.8477370313768448,2.066597072724348,1.996341067626474,4.866641958315376,6.48279905205299,15.803643167827323,2.2600421483679143,5.509487394298524,5.245704720252543,12.787878337275508,1.6423798854231983,4.003762178472224,1.4919463829868063,3.6370382720388843,0.5026248787286511,1.2252892873772754,0.801722077690419,1.9544227013447386
Søholt,DK,27,84.00097284001738,141862.0582802058,2188.0,324.0,134.0,337.0,1134.0,564.0,626.0,345.0,220.0,69.0,122.0,15.423433344511784,26.047317382467917,2.2839087767924213,3.8570981864349196,0.9445795558339026,1.5952196203156768,2.3755470919106356,4.011858298853605,7.993680718773474,13.49984365252222,3.975693055897919,6.71420795416449,4.412737328000172,7.452294644161296,2.4319399012141525,4.107095291111257,1.5508022558467058,2.6190172870854393,0.4863879802428305,0.8214190582222515,0.8599903418786278,1.4523641319291982
Liepāja,LV,28,36.67639574458623,54934.08894475882,635.0,92.0,66.0,85.0,338.0,53.0,161.0,98.0,124.0,29.0,73.0,11.559307020428605,17.313587856945617,1.6747342454794198,2.5084253273055066,1.2014397848004532,1.79952251741482,1.5473088137581597,2.3175668784887833,6.152827988826565,9.215736528578926,0.9647925544609701,1.4450711124694766,2.930784929588985,4.389744322784637,1.7839560440976427,2.6720182834341264,2.2572505047766094,3.380921093324813,0.5279053599880781,0.7906992879549966,1.3288652165217136,1.9903809662315433
Centrs,LV,29,37.540969564274825,69151.68209865381,388.0,60.0,48.0,74.0,282.0,44.0,119.0,70.0,77.0,22.0,26.0,5.6108541140975845,10.33537504500771,0.8676578526955028,1.5982538729393367,0.6941262821564022,1.2786030983514693,1.0701113516577867,1.971179776625182,4.0779919076688635,7.511793202814882,0.6362824253100354,1.1720528401555135,1.7208547411794137,3.1698701813296846,1.0122674948114199,1.864629518429226,1.113494244292562,2.051092470272149,0.3181412126550177,0.5860264200777567,0.37598506950138455,0.6925766782737125
Stora Hultet,SE,30,57.72943199502967,64859.130803444874,1038.0,136.0,61.0,141.0,458.0,226.0,264.0,120.0,83.0,32.0,42.0,16.003914747881087,17.98042981073101,2.096852028624112,2.355817393313504,0.9404998069564031,1.0566533896479688,2.1739421767352924,2.4424283268912066,7.061457566984141,7.933561515717535,3.484474694625362,3.9148141977121464,4.070359820270334,4.573057292902685,1.850163554668334,2.0786624058648564,1.2796964586455977,1.437741497389859,0.4933769479115557,0.554309974897295,0.6475572441339168,0.7275318420526998
Panevėžys,LT,31,41.676395744586216,91256.25736622176,830.0,70.0,48.0,77.0,504.0,74.0,122.0,77.0,31.0,14.0,23.0,9.095266713263458,19.915349808238094,0.7670706866607735,1.6796078151526104,0.525991327995959,1.1517310732475041,0.8437777553268508,1.8475685966678714,5.522908943957569,12.093176269098795,0.8109032973271034,1.7755854045899022,1.3368946253230622,2.9273164778374063,0.8437777553268508,1.8475685966678714,0.3397027326640569,0.7438263181390131,0.1534141373321547,0.33592156303052206,0.252037511331397,0.5518711392644291
Klaipėda,LT,32,70.05533065505091,149031.50497527912,2331.0,189.0,102.0,154.0,1082.0,253.0,376.0,258.0,155.0,29.0,126.0,15.640988127890536,33.27369920609942,1.2681882265857192,2.6978675031972505,0.684419042919277,1.4559919858524843,1.033338554995771,2.1982624100125743,7.260209847437821,15.444934595023414,1.697627626064481,3.611431102163515,2.522956471937727,5.367186143926805,1.7311775791487594,3.6828032583327546,1.0400485456126267,2.2125368412464224,0.19458972788881404,0.4139585057815887,0.8454588177238127,1.7985783354648337
Rætebøl,DK,33,130.32699562191027,257647.48164074577,4266.0,623.0,285.0,552.0,2186.0,898.0,1292.0,557.0,438.0,138.0,182.0,16.557507074524228,32.733049508607024,2.418032561516314,4.780283601467927,1.1061625682699028,2.186807105005392,2.14246223749118,4.235500077063075,8.484460962238623,16.773194145760655,3.485382408092536,6.890360632613481,5.01460364282356,9.91352554269111,2.1618685983380206,4.273865113992994,1.6999972101832193,3.3607772350609184,0.535615559372795,1.0588750192657688,0.7063915348249906,1.3964873442490573
Filborna,SE,34,58.002294404607376,109864.42206032384,1911.0,238.0,79.0,232.0,702.0,378.0,596.0,192.0,165.0,42.0,111.0,17.394166047227895,32.94697252266284,2.1663063941602503,4.103285955203431,0.7190680888178983,1.3620150859708868,2.1116936279209164,3.9998417714588066,6.389693650002084,12.102969498121045,3.440604273078045,6.516983575911332,5.424868113107181,10.275455585299348,1.7476085196586895,3.310213879827978,1.5018510715816862,2.8447150529771688,0.38228936367533833,0.7241092862123701,1.0103361754276798,1.9137173992755498
Vallkärra by,SE,35,54.496626331288695,96133.14998582969,1323.0,179.0,76.0,294.0,583.0,352.0,422.0,293.0,174.0,56.0,100.0,13.762162169813578,24.27673214039697,1.862000777321716,3.2846069940521976,0.7905701624382705,1.3945817404914358,3.058258259958573,5.39482936453266,6.064505325019891,10.697909930348777,3.661588120766727,6.4591154296445445,4.389744849328292,7.743598611676131,3.047856020979122,5.376479604789352,1.8099895824244614,3.192858195335656,0.5825253828492519,1.0275865456252684,1.0402238979450926,1.8349759743308367
Kaunas,LT,36,93.02122946885592,255270.92140665773,4074.0,366.0,176.0,316.0,2124.0,538.0,668.0,463.0,290.0,74.0,132.0,15.95951461118417,43.79645402734652,1.433770826630684,3.934585707905947,0.6894635669043726,1.8920412147307286,1.2379004951237598,3.3970739991756265,8.320571682414133,22.83349738686402,2.107564767014503,5.78362598593825,2.616827628932505,7.181156428637084,1.8137592697541165,4.9773584228427685,1.1360479227401594,3.1175679106358594,0.28988809063024756,0.7955173289208745,0.5170976751782795,1.4190309110480464
Vilnius,LT,37,112.70518712082713,424158.3521444659,8094.0,740.0,480.0,1046.0,3827.0,910.0,1737.0,1045.0,691.0,189.0,334.0,19.082495862873472,71.81568308229431,1.744631447804098,6.565802505670594,1.1316528310080638,4.258898922597142,2.4660601275717386,9.280850568826272,9.022573717224708,33.955846201623466,2.14542515878612,8.074162540757083,4.0951686822104305,15.41189047614841,2.4637025175071385,9.271977862737529,1.6291085546386914,6.131039907322136,0.445588302209425,1.6769414507726248,0.7874417615764442,2.9634838336405114
Malmö,SE,38,101.47502983953302,317032.536511183,5185.0,627.0,315.0,630.0,2388.0,903.0,1752.0,541.0,509.0,122.0,187.0,16.35478824053475,51.09631411983097,1.977714990706902,6.178859971674835,0.9935888709293049,3.104211947492142,1.9871777418586098,6.208423894984284,7.532349916759303,23.53288295432138,2.8482880966640076,8.89874091614414,5.526246672597278,17.2653312127182,1.7064494576912825,5.331360836803964,1.6055134454064008,5.016012321503175,0.3848185468361118,1.202266214584258,0.5898448217897779,1.8428178862889857
Klampenborg,DK,39,425.18478243894896,1292694.8175609238,19800.0,2764.0,1342.0,2900.0,10683.0,3725.0,6672.0,2090.0,2252.0,575.0,987.0,15.316840240265634,46.56798836125567,2.1381690113178893,6.5007030217429635,1.0381413940624484,3.156274766707329,2.2433755907459765,6.820563951901083,8.264131529634232,25.125546447641128,2.8815772674237112,8.760896800286737,5.161311014295571,15.692000926580699,1.616777580916928,4.915509882576988,1.7420971828827378,5.296520696441807,0.44480722919963334,1.3523531973596976,0.7635212786435445,2.321343662250472
Agedrup,DK,40,85.04944429009615,149447.59979174225,2380.0,384.0,151.0,344.0,1329.0,548.0,694.0,304.0,206.0,81.0,100.0,15.925314312953638,27.983721938053236,2.5694624773841164,4.515020682442203,1.010387588763025,1.775437820439512,2.3018101359899377,4.04470602802114,8.89274904282159,15.62620439313981,3.6668370771002494,6.44331076556856,4.643768123189002,8.15995925420544,2.034157794595759,3.574391373600077,1.3784095581800209,2.422120470268473,0.5419959913232121,0.9523871752026521,0.669130853485447,1.175786636052657
Gdynia,PL,41,67.90740503356835,143917.58012460778,3678.0,275.0,105.0,264.0,1543.0,586.0,613.0,349.0,188.0,44.0,268.0,25.55629407342374,54.16198716740643,1.9108158972788278,4.049631993212825,0.7295842516882798,1.5462231246812603,1.8343832613876747,3.8876467134843113,10.721414289095387,22.72211696555414,4.071774966565066,8.62939762917351,4.259382345570623,9.026997861234404,2.4249990841829487,5.1393511477500935,1.306303231594253,2.7684756899054945,0.3057305435646125,0.6479411189140519,1.862176947166276,3.9465504515674072
Jürgensby,DE,42,56.31685691799117,101533.15145599813,1802.0,172.0,70.0,205.0,970.0,391.0,419.0,212.0,94.0,56.0,90.0,17.74789784576854,31.99752434025357,1.694027985278684,3.054147717271706,0.6894299940087668,1.242967094238485,2.019044982454245,3.6401179188412773,9.553529916978626,17.223972591590435,3.850958966534683,6.94285905496068,4.12673096413819,7.440045892656074,2.087987981855122,3.7644146282651256,0.9258059919546296,1.669127240834537,0.5515439952070134,0.9943736753907879,0.8864099922969859,1.598100549735195
Suwałki,PL,43,35.31717345810374,63957.05047259964,975.0,61.0,16.0,79.0,529.0,116.0,131.0,118.0,31.0,28.0,22.0,15.244605446864808,27.606965805364595,0.9537650587269265,1.727205040130503,0.25016788425624303,0.4530373875752139,1.2352039285152,2.2368721011526187,8.271175673222034,14.978548626705509,1.8137171608577618,3.2845210599203005,2.0482495523479898,3.7092436107720634,1.8449881463897924,3.3411507333672024,0.4847002757464708,0.8777599384269769,0.4377937974484253,0.7928154282566243,0.3439808408523341,0.6229264079159191
Cathair na Gaillimhe,IE,44,55.58314447824896,82161.32964116019,1141.0,223.0,131.0,143.0,773.0,260.0,555.0,210.0,148.0,63.0,237.0,13.887311767997431,20.52780587910965,2.714172238618253,4.012007634567442,1.5944240504887495,2.356829596988049,1.7404781619839023,2.572722384498405,9.408319015479416,13.907093728792075,3.1645057490616404,4.6776770627243724,6.7550026566508095,9.985041422353948,2.555946951165171,3.7781237814312236,1.8013340417735493,2.6626777126277195,0.7667840853495513,1.133437134429367,2.8845687020292647,4.263882553329524
Słupsk,PL,45,34.59003586768145,86718.7201377668,1401.0,97.0,48.0,129.0,683.0,150.0,190.0,200.0,48.0,19.0,40.0,16.155681239002185,40.50299356032175,1.1185589437424783,2.8042757854041467,0.5535137041199892,1.3876828628804023,1.487568079822471,3.7293976939910816,7.876038748207347,19.745570736402392,1.7297303253749663,4.336508946501257,2.1909917454749572,5.492911332234926,2.3063071004999554,5.782011928668344,0.5535137041199892,1.3876828628804023,0.21909917454749572,0.5492911332234927,0.461261420099991,1.1564023857336687
Gdańsk,PL,46,166.185878125105,477391.9569035873,9036.0,807.0,370.0,886.0,3863.0,1450.0,2067.0,1162.0,722.0,192.0,1085.0,18.927842979610325,54.37285106257755,1.6904348477806033,4.856008278829138,0.7750444779167573,2.226422630937771,1.8559173173898569,5.331379597326662,8.091883292411984,23.245055738682726,3.037336467511617,8.725169769891263,4.329775502307939,12.437879940941546,2.4340586036196545,6.992170532836998,1.5123840893402674,4.34453280955965,0.40218524259464167,1.1553328247028432,2.2727655636207618,6.5288339312634625
Elbląg,PL,47,38.719417412982345,106786.46257173603,1504.0,105.0,44.0,122.0,745.0,183.0,183.0,165.0,61.0,41.0,44.0,14.084182243509158,38.84355965272658,0.9832707018407325,2.7118176619257253,0.4120372464856403,1.1363807345212564,1.1424669107101844,3.150873854808938,6.976539741631864,19.24099198223491,1.7137003660652768,4.726310782213407,1.7137003660652768,4.726310782213407,1.545139674321151,4.2614277544547114,0.5712334553550922,1.575436927404469,0.38394379786161936,1.0589002298948071,0.4120372464856403,1.1363807345212564
Fingal,IE,48,51.27399351965071,118204.9434681977,764.0,173.0,50.0,88.0,463.0,151.0,254.0,136.0,59.0,50.0,26.0,6.463350665241419,14.900341236482735,1.463559771055976,3.3740301490988394,0.4229941534843861,0.9751532222829015,0.7444697101325195,1.7162696712179066,3.916925861265416,9.029918838339668,1.277442343522846,2.9449627312943627,2.1488102997006817,4.953778369197139,1.1505440974775303,2.6524167646094923,0.4991331011115756,1.1506808022938237,0.4229941534843861,0.9751532222829015,0.21995695981188076,0.5070796755871088
Ełk,PL,49,33.40337506495221,57716.077652649445,780.0,68.0,20.0,73.0,403.0,91.0,113.0,106.0,32.0,28.0,48.0,13.514431883161663,23.350933804841734,1.178181241096145,2.035722434268254,0.34652389444004267,0.5987418924318394,1.2648122147061556,2.185407907376214,6.982456472966859,12.064649132501563,1.5766837197021941,2.7242756105648693,1.9578600035862408,3.3828916922398924,1.836576640532226,3.1733320298887486,0.5544382311040683,0.957987027890943,0.4851334522160597,0.8382386494045752,0.8316573466561024,1.4369805418364145
Koszalin,PL,50,44.317015188047456,99023.81161301499,1895.0,126.0,52.0,177.0,865.0,253.0,247.0,231.0,46.0,31.0,54.0,19.13681132984114,42.76009997422146,1.2724212282638436,2.8431517660959913,0.5251262211882529,1.1733642209285045,1.7874488682753995,3.9939512904681784,8.735272717843054,19.518462521214545,2.5549410377043844,5.7088682287483,2.4943495506442015,5.573480049410396,2.3327722518170466,5.212444904509318,0.4645347341280699,1.0379760415906,0.31305601647761233,0.6995055932458392,0.5453233835416473,1.218493614041139
