bounds_fid,city_label,country,green_corr,trees_corr,green_area_corr,trees_area_corr,n_nodes,mean_density,mean_green_dist,mean_trees_dist,cc_green_area_sum_800_nw,cc_trees_area_sum_800_nw
29,Centrs,LV,0.5228681849866216,-0.3536653543706008,-0.608281900803413,0.4890503403234445,12854,2629.1171971154054,175.1332,139.83136,2.7151403,0.09711416
31,Panevėžys,LT,0.13274551798635445,-0.04885411788989343,-0.4194600654569743,0.11596178482761269,11232,3412.6643027351165,160.91847,97.36274,0.9355953,0.14981768
32,Klaipėda,LT,0.17643967014616063,-0.3993955993241065,-0.2813801389288268,0.6476059146783408,16380,3843.47723530957,165.76984,140.29749,1.8226434,0.1645498
33,Rætebøl,DK,0.30003509182669597,-0.12326212749170112,-0.4307769709791174,0.20639465745434707,37916,2899.4599701801235,160.79459,101.68512,2.8943682,0.31356966
34,Filborna,SE,0.27415329992155313,-0.13443362425882696,-0.2398752513005843,0.2266133362729499,17535,2979.7943679723758,134.89938,75.61148,2.016246,0.61767435
35,Vallkärra by,SE,0.12864056799385404,-0.16265256910470782,-0.4521518366408129,0.1935554057854126,19962,2781.512750133994,85.92064,201.19267,1.1227639,0.0735097
36,Kaunas,LT,0.16110974816729684,-0.09553660334152111,-0.4320682226846264,-0.09219632170111255,32282,4213.112770781947,188.14064,87.446724,1.5105649,0.722327
37,Vilnius,LT,0.40427429419020144,-0.018690538492095437,-0.3756474666325689,0.1604794454594159,59362,5656.12738825639,123.67198,144.97563,1.5943784,0.2629282
38,Malmö,SE,0.14032439258118498,-0.10058939544309806,-0.3131573188097443,0.11321930975085938,34368,4662.514596207665,146.45671,241.16348,4.5345817,0.07194298
39,Klampenborg,DK,0.23132614492686437,-0.10366139808437813,-0.3116705346895869,0.19268693339574536,146372,4307.76002055604,219.43057,124.96355,3.6723742,0.21728183
40,Agedrup,DK,0.34001323475921874,-0.09742810517813072,-0.6230243825263538,0.37342365173116926,28874,2170.61476594765,142.72153,104.40169,3.935171,0.20368712
41,Gdynia,PL,0.36031040089130056,-0.4030395198559771,0.053869755148208735,0.4963053494067055,20942,3595.911831378675,150.3534,153.35896,5.885204,0.15237641
42,Jürgensby,DE,0.2207281846168009,-0.24656690593087974,-0.08248145126141677,0.6068619787825001,15383,2706.9747208156323,142.2941,74.653625,3.2249436,0.23336485
43,Suwałki,PL,0.35996472308741234,-0.12200186024853892,-0.48826129583088085,0.1485952971138649,9517,3536.3436109204035,99.88691,222.47565,1.3997407,0.03731373
44,Cathair na Gaillimhe,IE,0.1249208979675157,-0.0012897888107341374,-0.44863861973477237,0.2612907429344431,11363,2386.8585852920774,85.10967,123.58895,9.675031,0.12767158
45,Słupsk,PL,0.43892580158303296,-0.19740090702835675,-0.5357389918181762,0.31488389052488386,14996,4224.102415761576,166.89659,69.84242,2.1443994,0.46269688
46,Gdańsk,PL,0.26692245803085624,-0.187866726058944,-0.4216854866955855,0.2927950079859301,77634,4541.88780968334,95.38108,115.92282,2.3704004,0.29510695
47,Elbląg,PL,0.480656134139965,0.0005975620930570505,-0.6530919307262818,0.26226924391628675,11717,4765.6319538908365,136.75725,99.34859,2.0055294,0.42426568
48,Fingal,IE,0.12617010987240676,-0.11356564262671284,-0.4243902507719695,0.21125109800240796,14094,3319.5698231349475,86.81066,66.575424,0.94468045,0.45609725
49,Ełk,PL,0.5563397323113405,-0.01906166148212419,-0.2679798976632111,0.06568454128959725,7976,4268.048377132145,122.929825,202.40723,4.6647816,0.042425696
50,Koszalin,PL,0.37616671239008875,-0.256185112597622,-0.5846806095460577,0.5695421401713877,13554,3796.7847294696394,75.05413,145.39984,2.6259747,0.22602503
51,Dublin,IE,0.1911736218526512,0.0009126566837303554,-0.48893442037048673,-0.03494154228695739,120741,3747.990694241028,143.09013,75.81593,3.3149602,0.6385123
52,Schrevenborn,DE,0.4021145627458979,0.010736204270806127,-0.2969895233240449,0.20227437540275706,30830,3279.198464599422,111.4714,79.08798,3.8561463,0.34811005
53,Olsztyn,PL,0.3835980209439672,-0.20741198336287842,-0.39868203842601524,0.3930006047484802,19197,4412.400270567498,110.04115,134.12758,1.9632506,0.2027012
54,Ortsbeirat 6 : Evershagen,DE,0.14438717135574505,-0.30193667336731494,-0.4082148473880836,0.5106158330411112,11041,3611.591724605318,139.55826,107.883705,5.1229672,0.12171956
55,Ortsbeirat 14 : Stadtmitte,DE,0.492537431500114,0.02223702319736256,-0.3552304030381233,0.15010405429533283,15070,3416.6674470711905,148.57549,62.995613,6.3864746,0.626661
56,Limerick,IE,0.41701538205738675,0.09582729975449754,-0.6315525628011533,0.051723333442832725,14706,2144.7575434393334,140.49844,107.71237,1.4325801,0.108856134
57,Bönebüttel,DE,0.32354829159939413,-0.11038780554942715,-0.496168590743467,0.46178702365647406,10377,1866.3645341765684,152.38417,80.712395,0.87617636,0.1650724
58,Sankt Gertrud,DE,0.31993427131245467,-0.23321790669940798,-0.45963396552923885,0.43907827053990034,27216,2845.036842658396,186.42625,140.59001,3.5846434,0.16356102
59,Białystok,PL,0.43789683396467455,-0.10587155416464712,-0.5858236372801615,0.20814104349259774,40139,4547.5955679734825,132.23433,105.47891,1.228613,0.22534446
60,Grudziądz,PL,0.34857789576565346,-0.1291041632643489,-0.15479874518037096,0.20076063864217866,9910,3403.16712864328,69.797676,119.31076,3.1650207,0.23829788
61,Łomża,PL,0.4358023791291353,-0.11121438605059668,-0.4876654133565558,0.282063269798996,7634,3860.188350074001,128.20694,149.35637,1.7180331,0.06660733
62,Elmshorn,DE,0.4044158075377784,-0.28851297666263503,-0.6850670220138825,0.6304147567465426,8316,2486.8957785672337,117.53147,83.14425,1.6212441,0.23945946
63,Stadtbezirk Bremerhaven-Nord,DE,0.2853809641742643,-0.280105339222648,-0.40535834007290583,0.3308280707191173,17541,2560.04096142599,130.76114,139.9205,1.8435248,0.33298397
64,Szczecin,PL,0.427275252466252,-0.16034939934017892,-0.6339080645838154,0.2083090536496759,36562,4972.0113581249,134.5995,93.235176,5.4742255,0.67775565
65,Hamburg-Mitte,DE,0.2550426094982624,-0.13291373091654646,-0.4979148847731457,0.10769255290907193,167066,4263.880941629896,150.91765,63.24358,6.368822,1.7092746
66,Harburg,DE,0.5327052671518587,-0.5214998079598465,-0.33777814679988927,0.45800291904924073,10443,2342.13874592541,133.95387,175.26363,9.28134,0.3001095
67,Harburg,DE,0.2903841818501905,-0.3490280590064242,-0.5167699938835344,0.6346383038186925,13276,3469.522716736471,146.60194,89.71236,1.3023628,0.6471382
68,Bydgoszcz,PL,0.4277668262116958,-0.12404686929328186,-0.5151827636125442,0.20733733827724607,9616,4381.113108705822,65.27357,169.03647,2.3798094,0.051171318
69,Bydgoszcz,PL,0.413704349402935,-0.3317325971823443,-0.6392529964315624,0.5234840036539766,31760,4750.729540471965,136.004,180.45653,3.259807,0.09868455
70,Piła,PL,0.4521928787526501,-0.23384294997860958,-0.5887564294065118,0.5414200464351292,10219,3055.032148497842,137.44626,93.47995,3.7953897,0.4457855
71,Toruń,PL,0.1807853649474612,-0.34370819273930897,-0.333901257316502,0.5241572976298089,36275,3916.9335521862786,110.47225,115.32053,2.2046747,0.33665207
72,Cork,IE,0.4308067707895891,0.027938804829292153,-0.4940475597505974,0.29515624485355796,23706,2733.4415175251297,135.15454,101.149254,5.0654783,0.14177796
73,Leeuwarden,NL,0.2515860344633973,-0.1332322330739318,-0.5715754763884553,0.20696926664180681,17774,2949.3078014244197,119.336105,80.60883,1.3235537,0.2303791
74,Lüneburg,DE,0.2208430097986246,-0.2178797396227842,-0.4474541582816247,0.6537002154194751,13016,2100.536433984162,122.38983,68.79579,1.4185882,0.335428
75,Groningen,NL,0.2994964790953642,-0.1383263853035359,-0.6208817553123069,0.09370902343295978,23080,4116.133203608667,90.65141,92.25429,1.0792613,0.37065977
76,Stadtgebiet Bremen,DE,0.44579127036034377,-0.27189980468043995,-0.36604489120008277,0.35660314296400725,13371,1895.874978142714,141.38805,62.414967,2.4472165,0.7666757
77,Wardenburg,DE,0.41258524779791195,-0.052149283656076205,-0.6263674407431807,0.25834404191338267,29282,2384.0130179773078,178.05273,74.29739,1.1418529,0.27105874
78,Inowrocław,PL,0.5031038279240413,-0.15532623106384094,-0.6689811988680847,0.44059734309983845,6015,3700.001896721928,113.516,48.144203,1.2102464,0.5332265
79,Stadtgebiet Bremen,DE,0.2633830786509709,-0.15195637572777743,-0.3018728433926376,0.21360522392372877,56499,3365.16147719989,176.65208,84.55762,2.3569593,0.8113075
80,Assen,NL,0.5103852267925169,-0.07838706204407492,-0.6511339941225291,0.19246763491958982,17108,2138.2892027369853,151.51022,145.14711,1.0049365,0.16739938
81,Hasbergen,DE,0.4782082111675189,-0.07778385204258699,-0.7003521949689916,0.5500546837780617,11131,2155.72324547452,154.44536,68.8381,0.9877338,0.23799124
82,Włocławek,PL,0.6522704040646518,-0.378392695713925,-0.4621147972556627,0.42158191266927314,9742,3863.952240109846,131.99348,177.33134,14.09757,0.22581846
83,Płock,PL,-0.04994548250640279,-0.25572119867601645,-0.3100082097358605,0.3187085160478567,8968,5269.061130655142,84.682526,124.09808,3.5934534,0.13622087
84,Legionowo,PL,0.5515253470398127,-0.2863719197248674,-0.6741051500629649,0.5377616260910816,11851,2994.300654008787,126.18536,121.976524,1.1222471,0.14568868
85,Wołomin,PL,0.6752093174150827,-0.28267418644866316,-0.6871528706459231,0.5141417857838044,8878,2301.1620511357323,153.61339,242.80438,1.5726516,0.030596914
86,Gorzów Wielkopolski,PL,0.38245510407649724,-0.17924121239845586,-0.5013091770689474,0.5790186153944674,13834,3799.928354508302,90.83798,83.69783,2.1066408,0.6509581
87,Warszawa,PL,0.13554480021824555,-0.011807792088873758,-0.09987350420717105,0.09243628652551501,11871,4695.970931995148,90.721176,109.51369,3.4284997,0.20090817
88,Siedlce,PL,0.4251217408013547,0.050697504758971654,-0.5537977919479675,0.1305391519416373,8055,3426.6552354265577,148.0199,317.84607,1.3594526,0.021394236
89,Heerhugowaard,NL,0.26852324729526394,-0.10750939322340841,-0.3738291071211109,0.3688036118559236,13321,2700.013317638958,71.763664,103.11728,1.0296646,0.18237361
90,Hoorn,NL,0.03845928047071266,-0.23148485919320103,-0.15738260767330411,0.4410005536488902,12801,3337.2153177106347,130.7458,114.131905,42.22221,0.23198265
91,Alkmaar,NL,0.27415355444519973,-0.1455450774961646,-0.5347846371010178,0.3645893462398335,14685,3449.8367697679555,84.97683,97.63876,1.0903132,0.30132473
92,Warszawa,PL,0.3300339078545408,-0.04555354448701818,-0.4618359269620582,0.12898177355492232,214404,6526.950638534117,179.18681,181.96735,1.2510684,0.13268922
93,Purmerend,NL,0.3850989410315364,-0.10727739667217721,-0.47869749836085757,0.35375916972776256,13594,3857.921650042767,117.5861,100.13572,0.92227656,0.21549593
94,Heemskerk,NL,0.3077738962638881,-0.1643517655348837,-0.5389546855990381,0.27622178022167876,15730,3234.4659871478702,106.50162,177.41437,1.8653766,0.105354376
95,Lelystad,NL,0.35363005753838284,-0.1819328833626387,-0.5993931437406244,0.4221558776169326,16150,2816.5050388321697,78.69972,68.07141,34.240788,0.6638448
96,Zwolle,NL,0.3029512122064327,-0.11785209155719328,-0.49132857083999654,0.18714461656627845,22466,3256.1945865266252,83.67319,97.5583,1.3613032,0.273088
97,Poznań,PL,0.36740418876811315,-0.1810348784430586,-0.5102648495300768,0.36440769867076683,76352,4334.480478032787,122.62849,104.91705,1.245977,0.2611147
98,Haarlem,NL,0.47929467325147956,-0.04131255988592788,-0.615646277189252,0.11382698115921815,26183,3961.3389332943643,101.42904,139.04066,1.9505483,0.2796775
99,Almere,NL,0.24457248188388328,-0.33526967933285157,-0.5101093443399477,0.47601101921704786,35013,3390.905635641617,86.92664,165.841,7.2468,0.20677307
100,Mitte,DE,0.3418937936631275,-0.12391886108906106,-0.5015712787423439,0.16257793749617094,281550,5465.825102413814,159.33208,124.07236,1.711953,0.30868256
101,Hoofddorp,NL,0.379827790239589,-0.1519414318444657,-0.5618202593381243,0.31119247025140767,14831,3348.5058480488074,97.66411,151.73616,1.1706071,0.14998582
102,"Innenstadt, Frankfurt (Oder)",DE,0.45616160182333765,0.16955231464255166,-0.44101505467661534,0.11885726444036956,9100,2713.4677442354896,173.8498,189.7645,0.9598699,0.25447533
103,Steglitz-Zehlendorf,DE,0.48786253470181085,-0.1844549829243103,-0.4184416713373009,0.25274776674152855,23220,3177.218824568324,117.01319,111.06782,3.256231,0.7292157
104,Wolfsburg,DE,0.21712089512681904,-0.3108271886681109,-0.1862354654877298,0.421186746957977,16943,1967.0734583361252,138.67514,183.1066,3.6202319,0.07795658
105,Amsterdam,NL,0.22006832223674555,-0.11048106137193535,-0.33033739097043235,0.259310525267559,117545,5369.56645743939,118.84891,146.79196,8.5492,0.20450938
106,Almelo,NL,0.4437335964067467,-0.02180072757193052,-0.5938175577798128,0.3819402994688152,12036,2532.4709346610134,122.640305,151.3515,0.90456057,0.10092119
107,Deventer,NL,0.4433138968172833,-0.07808097750434988,-0.3274504026027904,0.24060706167371315,10739,2904.677191313083,91.575714,108.830734,1.7745181,0.30408627
108,Hilversum,NL,0.718329183042025,-0.2859501168007827,-0.6625459751286417,0.19648307914171045,13050,3019.202859035241,109.47041,151.11974,2.5530639,0.51265776
109,Hannover,DE,0.30484221575067744,-0.12426445723042438,-0.39850361187276473,0.08528098566979797,74276,3244.1578379411603,151.91478,100.02181,1.1194875,0.4420213
110,Hengelo,NL,0.4064129422059383,-0.11765527783732355,-0.5920628661167003,0.3703875093145179,15781,2369.1435969102936,141.63231,132.63216,0.683145,0.13909899
111,Lotte,DE,0.3282207365765018,-0.28978665309856333,-0.5626956215376648,0.4659663156428244,22411,2362.1637780613087,167.06166,111.07469,0.9001193,0.18692112
112,Soest,NL,0.6556062088376782,-0.5635437364110627,-0.7248194407157695,0.47220655686114044,10075,2195.049105793318,82.98136,168.19446,3.110525,0.34167936
113,Apeldoorn,NL,0.40244345266238934,-0.20217609003106676,-0.662824720482105,0.2382238467186889,25849,2933.5757689904585,112.67518,120.54772,1.6018454,0.42170614
114,Leiden,NL,0.2193311515637826,-0.1048973390361062,-0.4390111070421443,0.2786436208768903,38918,4289.459945400469,127.153786,86.06952,1.2681867,0.37188447
115,Alphen aan den Rijn,NL,0.2405417175316864,-0.1396603136465865,-0.36559569801349395,0.46307776116664673,11385,4146.075993848256,108.716415,101.595436,1.3615414,0.50690055
116,Amersfoort,NL,0.3169409568686299,-0.03764436213126587,-0.45657384833063375,0.15427374586071713,23468,3571.3373462152967,143.00464,126.2372,1.1669581,0.36118522
117,Enschede,NL,0.5418199665417557,0.1992800259344655,-0.7675313455615862,-0.10084483120481771,22580,3325.7520927629,151.29948,121.09322,0.7588539,0.17516759
118,Mitte,DE,0.326792742798707,-0.1922393787195005,-0.6376741944672308,0.3879027641838752,28838,3145.026220508781,138.93663,88.3799,1.9301368,0.45169744
119,Zoetermeer,NL,0.36222929836440204,-0.27330889444513606,-0.5153445605809364,0.46912911397784324,22427,4227.284993247918,98.15378,92.567665,1.3119662,0.38468996
120,Utrecht,NL,0.24594754071753608,-0.01845165329932464,-0.5478462402293169,-0.052062892626479194,41676,5280.984015765362,147.20248,104.55773,0.8505043,0.33538833
121,Hildesheim,DE,0.31229027319422115,-0.11141293823718665,-0.44786510965696547,0.4335803467329609,12133,2664.351669697247,146.32224,100.35047,2.3356042,0.1675496
122,Gouda,NL,0.26022780282949975,-0.2829640529089738,-0.47712403223645083,0.39724512957695784,10661,3992.463353869737,177.55635,176.05493,1.3489323,0.5176951
123,Den Haag,NL,0.2592359009297461,-0.14035796644997947,-0.41360061137367066,0.2514003399044509,72518,5835.096840599713,143.8492,75.10812,0.93971926,1.083046
124,Berkel en Rodenrijs,NL,0.2544695500154468,-0.22301049370624146,-0.4650903164094265,0.4774768094365375,13943,2895.850048488473,89.84116,138.55788,1.0356354,0.16171667
125,Magdeburg,DE,0.22005850213993638,-0.1395478726679187,-0.5678585891833432,0.34325644603045913,31474,3050.7680732908384,107.32593,81.1939,1.401253,0.2056289
126,Nieuwegein,NL,0.44002463340936643,-0.3529209357218271,-0.42617161676338716,0.6826125457121611,22582,3153.3641359351386,136.85014,107.45729,1.5617671,0.460054
127,Veenendaal,NL,0.5799447372593952,-0.3859825919140423,-0.6336404879820394,0.6140781872832832,11265,3087.712712290619,124.67758,112.846115,2.2998471,0.24232481
128,Łódź,PL,0.37712325652725054,-0.15499467362737587,-0.4904996480333135,0.27562241309968055,85693,5654.370583148021,172.09128,71.971214,0.7294304,0.32074758
129,Ede,NL,0.5330304173035598,-0.346914585952389,-0.5388937935486676,0.14949232519197975,16330,2602.623880294079,175.09987,141.5647,3.0009308,0.6462145
130,Zielona Góra,PL,0.529717774544513,-0.3775462794928402,-0.35220565826018685,0.5488103636162998,21986,3791.955087882608,118.33637,103.65971,3.9108984,0.28380188
131,Kalisz,PL,0.4743322656042646,-0.09239669144873448,-0.6327009366847639,0.3182058591346789,8527,4575.730308007952,140.65363,78.23392,1.3036898,0.2309603
132,Pabianice,PL,0.5813140759906579,-0.22552325174880367,-0.5707626092994671,0.47957119797811903,7269,3455.6361902403987,135.28874,96.82676,1.5648141,0.1525038
133,,,0.4778869744148402,-0.18222589307106207,-0.18678888604164207,0.34561018756345907,2007,2699.9023870777273,98.21124,83.19518,6.996604,0.121836215
134,Ridderkerk,NL,0.38977817522579006,-0.13450062286409045,-0.22169952976518995,0.38473009765417227,1960,3353.435730939268,96.12417,57.475952,6.491612,0.35364014
135,Heepen,DE,0.3655510500642431,-0.14091929304299186,-0.6079751683563012,0.32840081923328274,33964,2623.217765066957,129.58162,106.57134,1.0342236,0.23585355
136,Arnhem,NL,0.4132805954385883,-0.17522855908285334,-0.6321893358147348,0.1448682430402636,33935,3155.209651542729,96.24367,105.353325,1.8635631,0.4345284
137,Ridderkerk,NL,0.40785937784927495,-0.33272182555829805,-0.2839831173192006,0.6366143054398221,11823,2712.1625232450565,130.95682,111.294174,4.8078604,0.37488142
138,Rotterdam,NL,0.20679263730978714,-0.15472829221237794,-0.20579078855147423,0.1462919230304172,96130,5063.826439364443,149.10625,78.641975,7.2046933,0.5702135
139,Spijkenisse,NL,0.05350560796031619,-0.3409588260697054,-0.35760993122679174,0.5993387814217085,21408,3184.208821872971,162.05263,117.27575,22.745947,0.40168157
140,Münster-Mitte,DE,0.36268016839221756,-0.21311965025843113,-0.4970694511308242,0.5896792933077468,25663,3204.9513208545986,130.98442,100.67058,1.2223037,0.16548193
141,Zwijndrecht,NL,0.25674390012397763,-0.24772411769212957,-0.2817328476100429,0.32340277646845084,36287,3723.9538880452565,127.77266,104.96838,10.39341,0.32342765
142,Radom,PL,0.32518043285436377,-0.10033304150438342,-0.5506147865380348,0.3004213580309753,26289,4036.9273990993165,126.400345,167.80296,0.8223612,0.052075297
143,Chełm,PL,0.48132579385148083,-0.29676546607187243,-0.6920423969961386,0.6670523316074318,10220,2378.975606690369,123.66363,95.509735,1.8140159,0.14826183
145,Ostrów Wielkopolski,PL,0.48246216239767586,-0.2550428358549337,-0.7340348268406727,0.6533825282870793,10071,2460.206444912099,151.40382,91.166084,0.8485482,0.25205368
146,Nijmegen,NL,0.46849082933904534,-0.2864640587371589,-0.604330647033547,0.28571268978910047,25935,3399.592856922714,111.46011,85.26898,1.2425673,0.8124876
147,Lublin,PL,0.1762870404609011,-0.24205791759485376,-0.2846081431868372,0.5684407759815219,46217,4638.9778681249645,110.972534,76.669395,1.1554645,0.2795977
148,Bocholt,DE,0.44039157672965656,-0.14227254202480558,-0.7042377067557402,0.36233554473053203,10106,2302.3099888331544,124.00928,80.129776,1.3636303,0.22817011
149,Oss,NL,0.3170609111469148,-0.27687514199105057,-0.5088823686576361,0.38622797292591493,12211,2867.955631630273,141.69086,72.51206,0.94317514,0.4588828
150,Schmellwitz,DE,0.45619611305098395,-0.00043117906111272075,-0.6415361380082113,0.20787676528363405,17518,2614.318011966261,174.75981,54.304863,1.0888112,0.3639124
151,Piotrków Trybunalski,PL,0.621110216832363,0.0001771008266607852,-0.7014361153656061,0.20363050157809406,8587,3666.8913965939514,243.11296,96.93757,1.8591524,0.144519
152,Głogów,PL,0.4706849081833681,-0.23028763934774016,-0.5922085975297536,0.4959049638898126,7042,4143.739447075608,104.815575,131.54279,3.421939,0.21874063
153,'s-Hertogenbosch,NL,0.3311316553916706,-0.21103913425128978,-0.4048268666696486,0.364920443713103,27420,2980.696338689614,85.78552,163.33824,1.2135007,0.17993274
154,Paderborn,DE,0.2948702080090659,-0.09575929321272476,-0.6009316679855308,0.2550553324048918,17653,2818.8094178058973,197.76186,182.37933,1.1997896,0.0775974
155,Breda,NL,0.34233784892690267,-0.2624996649691736,-0.5503701877593378,0.1564506155856664,22523,3165.5308499274634,128.3214,101.817345,0.9163416,0.2930084
156,Marl,DE,0.29190201960146944,-0.38546679900443437,-0.481964335905455,0.537693295723757,12649,1970.6208853681576,143.27354,150.78543,0.8614955,0.15649611
157,Uentrop,DE,0.4739231738378493,-0.2079225475488796,-0.6435681569518853,0.3856669057975742,18518,2119.2824619027333,118.82633,135.4321,0.9637673,0.11015116
158,Roosendaal,NL,0.2745329633572403,-0.11219246252740953,-0.3807226848332722,0.5097120157326271,10369,2800.8092520477308,163.24464,59.708378,0.7078867,0.52923083
159,Tilburg,NL,0.3716004359109721,-0.1847016891129999,-0.6136292369955366,0.21851181511566373,33567,3685.725593163539,129.76402,88.29386,0.8127373,0.8548011
160,Bergen op Zoom,NL,0.39321385744300485,-0.2979097586187875,-0.4366046541899053,0.3416455031882458,10192,2615.8991335339883,100.30882,153.11368,1.8681161,0.24822596
161,Lünen,DE,0.4279225276558084,-0.25814681623270286,-0.4783858330004794,0.4479125380706757,15123,1858.5224718619775,111.38919,137.82611,1.1975827,0.094332576
162,Lubin,PL,0.4772458174460619,-0.1167477773141856,-0.4273406291947633,0.13993464690686552,9503,3643.097498706696,79.119064,124.444756,2.4485981,0.2762097
163,Brackel,DE,0.4010036608649852,-0.4443868332481263,-0.30352152497021545,0.7030965135396184,12274,1881.3310105011494,168.88411,160.79807,1.1338137,0.11228753
164,Helmond,NL,0.30945414148862627,-0.1806696358543724,-0.4031858218015307,0.23813851524550683,18021,2494.3803287921837,118.706345,149.92404,1.4745054,0.11609982
165,Göttingen,DE,0.5130097674258677,-0.4743223743244228,-0.5267781787810702,0.5286691061551333,23813,2649.434299546624,118.48522,134.36954,8.379087,0.3067377
166,Meiderich/Beeck,DE,-0.06857473396473704,-0.06956030138579801,0.18461703844665148,0.2422157956816356,1920,4622.204203752305,124.91409,69.12774,1.0285727,0.31244165
167,Eindhoven,NL,0.4229416343360953,-0.1056014223819686,-0.5570237038505024,0.1599295028503586,46575,3260.6934853887083,181.01382,120.43957,0.74453914,0.2688299
168,Neustadt,DE,0.3091602078826584,-0.08799862103733715,-0.5704890579694348,0.25943919975016844,25261,3476.831234842568,117.58702,216.6013,1.3283194,0.08242816
169,Moers,DE,0.2407544702281342,-0.284337836565376,-0.39521632292703085,0.45943807546017856,26327,2621.263974228072,126.08571,143.91959,1.142769,0.23977478
170,Innenstadt West,DE,0.339423320771323,-0.19953870722674538,-0.5131906330452728,0.39619216305922184,362831,3026.666318046746,141.707,102.536575,0.8770137,0.22671421
171,Oostende,BE,0.28736854585127736,-0.10680627541847491,-0.10307416219699171,0.4197314496697941,11220,3713.045565084333,159.47908,125.16034,1.9885991,0.2071352
172,Antwerpen,BE,0.16140448847065753,-0.15040053277806908,-0.24011496485064546,0.283845984232915,8099,1936.4654800267178,211.95193,136.12726,0.8684588,0.24278085
173,Venlo,NL,0.4487134339153907,-0.2731743001807766,-0.479155254960261,0.5310210814549912,16023,2571.3803375675134,120.80578,122.523056,1.2042117,0.1606647
174,Duisburg-Mitte,DE,0.4471521922325792,-0.2407421185233521,-0.6217315851427341,0.3231390826208625,20967,3076.391092556087,137.64389,139.03387,1.1450863,0.27735427
175,Iserlohn,DE,0.6069420590060617,-0.40830476060025234,-0.29564332962326306,0.7214708992583512,12086,2123.8996944765317,113.39745,190.7714,3.2695792,0.08742625
176,Brugge,BE,0.3346927135117199,-0.097103821200834,-0.6948782972120131,0.11702595120495035,16752,2208.7380844811087,117.66591,77.87286,1.1123598,0.3664379
177,Hagen-Mitte,DE,0.39018842270209764,-0.2879140735180927,-0.4212851554477494,0.6945255190118842,25145,2620.8004024795628,112.145775,136.8267,1.6476669,0.10461657
178,Legnica,PL,0.4031528302871165,-0.2528359674039246,-0.38718516813243786,0.45828248912506514,9808,3816.6257537725173,114.75814,104.294914,1.792277,0.26741835
179,Krefeld-West,DE,0.2638558552972473,-0.2435058573752884,-0.5575089764631285,0.4007113255562575,21588,3230.6767604700754,179.39278,165.89174,0.7843813,0.18192951
180,Kielce,PL,0.4049255551971214,-0.08297702084614748,-0.480621344410587,0.16685203481421834,28054,4553.361210060427,190.57603,135.60573,2.0357413,0.20861991
181,Ost,DE,0.289265504352628,-0.14700141315260132,-0.5214022410077425,0.25255230237932824,65995,3885.24568943535,109.53392,114.25259,1.117363,0.33949265
182,Vellmar,DE,0.5031709324151235,-0.28582750888587305,-0.5973103067743364,0.5286670254018572,29711,2610.3505370301273,162.0225,99.38109,2.4347043,0.33532178
183,Wrocław,PL,0.4264646886666034,-0.1051856119422672,-0.6183853151198666,0.1354072069688293,84569,4857.750095354393,136.90378,90.62561,1.2033845,0.45232508
184,Antwerpen,BE,0.3789773906906454,0.04473475552263756,-0.5367420584375465,0.025071786739010248,45529,4910.125987605315,213.4527,136.37012,3.336655,0.25691926
185,Dunkerque,FR,0.12245622336842453,0.13963546551057263,-0.3787491256245992,-0.09286375785742393,14558,2951.8016534774347,199.71019,221.49731,0.6012281,0.04468627
186,Elberfeld,DE,0.44385411751460807,-0.16829514389933442,-0.672597644844575,0.49705389005318723,38242,3299.952073559341,132.73796,113.59654,1.1309863,0.1207748
187,Görlitz,DE,0.5083639813570304,0.19252536667034476,-0.6805762484812656,0.14705236165971003,8031,2690.214211239905,232.86223,257.462,1.1308565,0.3726114
188,Lüdenscheid,DE,0.5879578511026986,-0.2686858245224331,-0.6596369946263727,0.7086844424810042,9621,2375.6376310931055,123.39003,144.12167,2.3357239,0.07683564
189,Calais,FR,0.42684481438063954,-0.09700360172934949,-0.7251794713054106,0.18127275226945996,8245,2743.3608450257457,182.96596,166.63293,0.65270793,0.08895762
190,Stadtbezirk 1,DE,0.30138342462515355,-0.29057371853985736,-0.48660570648922635,0.3519551898320788,60552,3976.9573374678885,161.0811,135.05339,1.2647183,0.18394457
191,Alt-Remscheid,DE,0.5353226017308429,-0.27798248308606593,-0.3715499309752577,0.5920287816649028,9990,2519.306532927262,98.81248,139.90312,1.9906166,0.06481695
192,Neuss,DE,0.33535026943429785,-0.3310975609475552,-0.44853102075049694,0.3490124808407566,19333,2566.1258946273824,127.5937,130.69525,1.1009661,0.28727052
193,Nord,DE,0.45007198313747554,-0.2875991339937362,-0.6300563697388564,0.5062711502551719,27201,2850.565297375433,161.00272,99.49165,0.9300865,0.23294389
194,Gent,BE,0.13994984363383825,-0.05653403851329595,-0.4140619440052785,0.017111970888634424,32086,3242.8170181443284,191.7406,126.125786,0.60944986,0.20870055
195,Częstochowa,PL,0.3725654053960082,0.06872487048871337,-0.48747563207057004,0.18603685529885472,22807,4314.815663488414,157.2273,97.88069,0.8257549,0.118032545
196,Hilden,DE,0.4583664715774032,-0.25804938442574,-0.7144987141793118,0.5582785531654245,40569,2651.325566646884,129.02045,131.03522,0.9529596,0.11865452
197,Mechelen,BE,0.7269365308879386,0.3044293028271541,-0.5769826426366294,-0.3139464289033969,2317,1703.4126163612634,342.12228,515.1287,0.7908227,0.08794318
