bounds_fid,city_label,country,green_corr,trees_corr,n_nodes,mean_density,mean_green_dist,mean_trees_dist
28,Liepāja,LV,0.2465579909249248,-0.22469857820716366,9779,2725.4278362991963,171.23256,113.59864
29,Centrs,LV,0.4964317683377673,-0.44789118287188107,15761,2363.265477721317,158.19438,193.81473
31,Panevėžys,LT,0.1758835239358136,-0.2387235242347221,13960,2920.8057211753494,141.94911,133.14476
32,Klaipėda,LT,0.07721541659677963,-0.5391457343574211,19997,3438.1217323888613,186.6455,225.69835
33,Rætebøl,DK,0.24865367601319166,-0.26109429214860763,50468,2629.1456508162983,154.49864,137.9391
34,Filborna,SE,0.07145265929966148,-0.3639070892211254,24706,2657.682966420801,134.25525,114.713776
35,Vallkärra by,SE,0.05095522714768816,-0.24763189004371072,23089,2828.2343507557507,78.3861,218.61229
36,Kaunas,LT,0.1561425739621986,-0.1991945776573945,42601,3506.8923650117817,182.73367,117.3864
37,Vilnius,LT,0.34717916473827953,-0.19488714792521347,75727,4882.514632532811,117.3843,195.30261
38,Malmö,SE,0.08299708244476281,-0.26913028594436283,46555,4127.677922512045,144.37953,284.27264
39,Klampenborg,DK,0.2197574230607616,-0.21268062320808062,196232,4021.3168119827146,208.59904,162.43542
40,Agedrup,DK,0.24898627643575974,-0.2864702781502973,40716,1871.2916391325655,138.37233,155.41132
41,Gdynia,PL,0.3712272454898866,-0.4295326967884553,36370,3598.8731754443597,150.47339,236.75714
42,Jürgensby,DE,0.2277842810774813,-0.39593241350066594,18940,2322.917046147326,147.60918,133.54132
43,Suwałki,PL,0.39675330467641584,-0.2835171577712064,11852,2994.741605378125,89.426834,277.53717
44,Cathair na Gaillimhe,IE,0.16821375096278265,-0.0309297359052136,13164,2182.462256965851,78.61594,136.7947
45,Słupsk,PL,0.40597119548137106,-0.3321068691377577,17354,3994.962019231631,155.0315,102.90298
46,Gdańsk,PL,0.29872544111143523,-0.3295039574052207,96480,4048.5427297883502,89.151924,161.49818
47,Elbląg,PL,0.5244987525953055,-0.2838428225216677,15181,4051.1186912791563,116.60195,157.11552
48,Fingal,IE,0.14260965829487462,-0.14829883716129894,20763,2977.389192257502,115.639336,111.09486
49,Ełk,PL,0.536112803857371,-0.18343927745950062,10371,3585.4187791946647,113.02256,257.9404
50,Koszalin,PL,0.35005672519646613,-0.45707544919383836,16572,3347.083914744149,69.092064,205.1292
51,Dublin,IE,0.23447245840929787,-0.13966018196325466,166887,3265.81492429711,126.125015,105.57859
52,Schrevenborn,DE,0.3306988586650347,-0.20049185577044126,41581,2809.2649720465624,105.89958,116.74767
53,Olsztyn,PL,0.36776022143847314,-0.4435125328299126,25438,3565.275509558076,100.426704,207.90033
54,Ortsbeirat 6 : Evershagen,DE,0.04951106787889287,-0.3655083057406139,15516,3057.312325085275,156.20679,167.98447
55,Ortsbeirat 14 : Stadtmitte,DE,0.4595479843625054,-0.12068275226232254,21454,3037.984349658085,142.50728,128.16158
56,Limerick,IE,0.44566458018555744,-0.0284805940300077,17041,1918.1676917686216,128.30476,130.04921
57,Bönebüttel,DE,0.37476729284637805,-0.3694595800583601,13300,1569.1560300095962,130.24843,155.36906
58,Sankt Gertrud,DE,0.3623660333627982,-0.4404684089221841,35503,2408.4106311537885,164.28867,205.65227
59,Białystok,PL,0.4724537078973714,-0.2636693461575389,50584,3767.333095353705,115.66007,150.78636
60,Grudziądz,PL,0.3405420054899594,-0.3450005501097489,14086,2690.7550967966795,69.22309,173.6787
61,Łomża,PL,0.3593999402004725,-0.3440441734738902,9852,3338.0341080314906,116.28372,214.6671
62,Elmshorn,DE,0.31983352807681437,-0.4323618110919091,11132,2156.0390423791528,111.23996,131.01048
63,Stadtbezirk Bremerhaven-Nord,DE,0.27399261234757105,-0.4374344862098498,23565,2149.701361661642,117.32685,187.98613
64,Szczecin,PL,0.3660993823543321,-0.3156545856725918,49013,4077.459985510255,122.29364,142.1066
65,Hamburg-Mitte,DE,0.19803315091244228,-0.3263993746750715,263091,3506.5233165313275,156.13083,125.794205
66,Harburg,DE,0.4983530642786952,-0.5983970234048007,13074,2000.0192852804091,123.63315,239.52065
67,Harburg,DE,0.20525354771840218,-0.52395708645546,20253,2691.1792742403954,145.3413,178.2146
68,Bydgoszcz,PL,0.33530827847881967,-0.37992594142141267,11957,3779.991193848925,71.076004,243.44171
69,Bydgoszcz,PL,0.36410503494986696,-0.46783031977306233,43065,4017.948987259325,123.2118,246.84352
70,Piła,PL,0.4448687066823184,-0.4195501540814768,12451,2712.2678493777835,120.135956,163.09657
71,Toruń,PL,0.22281720421598575,-0.46491987285786307,47587,3419.862849664616,114.62593,171.4121
72,Cork,IE,0.38335592255485296,-0.13519460279922077,30641,2291.348912697181,127.00684,135.5158
73,Leeuwarden,NL,0.23052485524163335,-0.2644548660249988,20313,2749.9821801447724,113.622536,112.13986
74,Lüneburg,DE,0.18984189494496712,-0.43852171510822324,17438,1807.9873593050715,130.967,141.45074
75,Groningen,NL,0.23803150154894068,-0.29009578761288024,32273,3424.5854054914234,90.250374,122.391464
76,Stadtgebiet Bremen,DE,0.4057356424116176,-0.33840679429935155,18619,1712.125759652735,165.95554,139.84448
77,Wardenburg,DE,0.4543753246650938,-0.2501524327412799,36075,2074.197613872387,155.86105,122.76535
78,Inowrocław,PL,0.4609745285659979,-0.34629834648659746,8110,3012.53233338563,98.8359,114.086815
79,Stadtgebiet Bremen,DE,0.24745835025330665,-0.30891877281739055,74536,2962.789828944994,167.94418,129.14459
80,Assen,NL,0.5841618447524007,-0.2590807933128893,20962,1847.2333231641057,131.81828,190.36037
81,Hasbergen,DE,0.4315626404242259,-0.313572835864819,16052,1631.214388115992,136.32878,139.70667
82,Włocławek,PL,0.6295614560758804,-0.48648128881090547,12013,3277.8506718813205,119.5014,242.81137
83,Płock,PL,0.03790951374742829,-0.27770918012492635,11687,4782.390611140235,104.33537,204.63109
84,Legionowo,PL,0.4869414644573973,-0.5099017178439362,15704,2433.7080033391157,120.47353,211.13326
85,Wołomin,PL,0.6163813238714394,-0.40731574285295213,12472,1954.982743017669,134.80748,325.06262
86,Gorzów Wielkopolski,PL,0.3113199499291271,-0.32849952129172627,18370,3243.320362163052,86.33244,119.7301
87,Warszawa,PL,0.05883504082885016,-0.2232975950762136,17861,3677.377858151624,111.47576,174.55937
88,Siedlce,PL,0.3784610839108079,-0.22549691944351075,10570,2943.730483700095,127.63988,369.72546
89,Heerhugowaard,NL,0.26949793260754856,-0.13256299320313114,18439,2385.4631321455718,79.18941,169.23526
90,Hoorn,NL,0.08048119329612843,-0.32593484563408326,16645,3006.0742875421656,124.203575,142.30605
91,Alkmaar,NL,0.19610867449783026,-0.19710551260742668,21705,3029.8684444124833,93.78736,140.3561
92,Warszawa,PL,0.34339405518707367,-0.18301092506832348,324052,5460.741653819891,154.96239,216.04286
93,Purmerend,NL,0.4352890019919551,-0.2321530584633148,15613,3572.948627748604,107.921745,127.7918
94,Heemskerk,NL,0.41717085273118326,-0.3231749595491535,23394,2826.9370703755476,114.34639,268.38382
95,Lelystad,NL,0.35286334984234236,-0.2828716086466549,18897,2584.7468410627757,75.41549,96.7707
96,Zwolle,NL,0.26351470382200803,-0.2097930927721148,28180,2853.4148034348777,86.39014,126.712135
97,Poznań,PL,0.3160503994720668,-0.3049406451378578,107513,3670.286566518315,120.03104,153.93204
98,Haarlem,NL,0.46884057196186657,-0.18057383539663271,35929,3509.228074980297,91.286705,171.6999
99,Almere,NL,0.2778549648487853,-0.36725979122875513,44338,3144.720651469368,81.55144,182.28522
100,Mitte,DE,0.2954285486757971,-0.28279083787783815,396237,4992.314030843264,143.41951,162.99734
101,Hoofddorp,NL,0.3788417448453202,-0.22987919245280417,22082,2877.6264517617105,113.00713,221.23381
102,"Innenstadt, Frankfurt (Oder)",DE,0.4172645937215982,-0.026734468351439913,11177,2486.9155068795894,157.12964,213.32643
103,Steglitz-Zehlendorf,DE,0.5201607385677998,-0.3746413502930962,35209,2494.9324092518063,91.5408,177.34299
104,Wolfsburg,DE,0.1296912988578845,-0.4902839305062778,23664,1634.2049487437096,153.9009,258.13916
105,Amsterdam,NL,0.2145113489233654,-0.24136512886328743,181147,4448.006028417475,114.94793,176.0268
106,Almelo,NL,0.4142123622755333,-0.23190530703893966,15489,2125.61545551866,124.822525,208.10823
107,Deventer,NL,0.3228864794374457,-0.27893422622693126,16087,2474.414933631775,115.717766,178.51082
108,Hilversum,NL,0.6543246916927337,-0.5167826301477821,20141,2209.3678394773324,98.378136,244.10501
109,Hannover,DE,0.3090379990195547,-0.28011393115069877,101587,2846.557866883537,141.88548,152.24393
110,Hengelo,NL,0.4167619183630326,-0.3085503296662942,23845,2075.7486522886034,137.06111,194.2603
111,Lotte,DE,0.3017371181228445,-0.4345585051778549,32261,2017.1143302899277,154.91425,181.5117
112,Soest,NL,0.5964249872760786,-0.6893491020431787,14870,1591.2252027427146,67.55189,268.19608
113,Apeldoorn,NL,0.4798027632846196,-0.3766249845146642,31240,2576.221475306235,97.13748,170.79202
114,Leiden,NL,0.2990124453010863,-0.18530137766799967,58407,3753.6401832385072,122.059105,105.451454
115,Alphen aan den Rijn,NL,0.24675083901337194,-0.3226798158086967,14781,3572.114965071943,107.16216,150.25206
116,Amersfoort,NL,0.28382710748436485,-0.1690725785607533,30051,3241.5030705110935,168.64005,166.66582
117,Enschede,NL,0.49973041884229336,-0.056508348602921234,27627,2888.042314899189,138.32,153.93423
118,Mitte,DE,0.3127606861222371,-0.3631402399184047,36353,2742.4719903882183,133.34042,148.3329
119,Zoetermeer,NL,0.36013502752809357,-0.3393959238129067,28441,3811.4547967960343,94.75504,129.035
120,Utrecht,NL,0.28805629955663686,-0.14731619444892977,58070,4735.93580309181,140.8083,128.22778
121,Hildesheim,DE,0.29757794203975635,-0.39440884704916995,17632,2217.5196151159985,126.32018,183.50693
122,Gouda,NL,0.17853205148760695,-0.42299029392287996,13309,3642.980294298745,188.00342,238.87366
123,Den Haag,NL,0.28256359462212455,-0.25178387307704136,102944,5013.808699214527,137.37408,109.648796
124,Berkel en Rodenrijs,NL,0.2752573712214649,-0.20817191769573287,24616,2610.49428178301,121.886314,197.56313
125,Magdeburg,DE,0.21736880506600664,-0.27053224193805364,36991,2732.620155864893,105.56146,118.62316
126,Nieuwegein,NL,0.43554724776902565,-0.2823306949595962,30777,3315.467337762665,128.10437,152.1
127,Veenendaal,NL,0.5557657790750952,-0.5789500268909619,14439,2502.7645879826478,115.8267,212.9087
128,Łódź,PL,0.4022228350985712,-0.30666655947840255,109988,4877.680652923589,148.88258,109.752716
129,Ede,NL,0.5265672132659449,-0.4693565703606068,20871,2310.227262211592,161.91989,190.48045
130,Zielona Góra,PL,0.5194808261989561,-0.5161627602545391,30163,3042.922324181354,104.16184,177.16978
131,Kalisz,PL,0.4552202644628794,-0.33780922154999227,11134,3850.307397301601,123.59846,129.62799
132,Pabianice,PL,0.47951179652922454,-0.4399208062983135,9585,2802.7769122707477,125.41115,161.50768
133,,,0.504180653425819,-0.0009541320656253729,4649,2889.850970622787,188.50134,219.6245
134,Ridderkerk,NL,0.4080693138236567,-0.06594706474838014,4273,3443.3772625926663,188.99504,191.245
135,Heepen,DE,0.27458886115063674,-0.2978592902514942,50369,2306.9219009634558,126.79914,148.68506
136,Arnhem,NL,0.38182804072854326,-0.3607103456738706,54710,2569.907543310207,107.58702,184.32744
137,Ridderkerk,NL,0.36193424870799173,-0.2236258338728368,22348,3050.7602331778985,159.9259,156.51326
138,Rotterdam,NL,0.21465758533159007,-0.2803199544082276,168012,4198.068915109823,145.37514,110.595604
139,Spijkenisse,NL,-0.04211804525718244,-0.4858408172886712,31316,2755.7303434212627,183.09123,191.42075
140,Münster-Mitte,DE,0.3215963644626169,-0.35229211765479795,37622,2732.099422141728,134.59416,162.47572
141,Zwijndrecht,NL,0.2856664425009218,-0.34797125123466277,46855,3387.992403907387,118.68044,137.81355
142,Radom,PL,0.344344169357251,-0.2820373738446342,37136,3470.2696158603267,116.150154,209.61684
143,Chełm,PL,0.4252844993091666,-0.4545545025803062,12871,2127.047534747257,107.87959,165.98344
145,Ostrów Wielkopolski,PL,0.4738844171508621,-0.4728844410216596,12401,2130.9257019316933,130.0348,150.93736
146,Nijmegen,NL,0.41885681434739036,-0.42181860368632407,36389,2833.4228648502894,111.254684,132.53262
147,Lublin,PL,0.17673522096814884,-0.3849698190652461,55346,4179.986069686705,110.66203,110.99135
148,Bocholt,DE,0.2478111817027811,-0.3773589981352729,13957,1968.0596167627614,106.918335,133.09546
149,Oss,NL,0.34576888135621553,-0.39599310233752427,15516,2558.2365895312237,151.44441,126.257965
150,Schmellwitz,DE,0.47697750822288504,-0.24601535494901922,24446,2093.7736637310604,148.12141,111.79191
151,Piotrków Trybunalski,PL,0.5621326416642589,-0.2819340540304222,11027,3099.4401495402412,217.45787,175.24101
152,Głogów,PL,0.3994650048562493,-0.4183356783454912,8549,3854.9310567388166,94.839,182.20172
153,'s-Hertogenbosch,NL,0.2999407167561883,-0.30761298963989664,34926,2616.185014687652,94.554855,191.69377
154,Paderborn,DE,0.34674824107148444,-0.34301403243476464,24262,2395.4503795420023,174.92099,244.48752
155,Breda,NL,0.31364923469681516,-0.3522710018328388,30926,2863.813667572816,134.34895,134.26202
156,Marl,DE,0.34458647534476144,-0.567185163667318,18907,1443.4296865703925,120.47356,285.46298
157,Uentrop,DE,0.3368097499287772,-0.39927650254325137,30061,1840.2734714407509,128.57495,201.02045
158,Roosendaal,NL,0.3178897613393211,-0.3640606556891726,12885,2418.592404262465,150.24588,118.9856
159,Tilburg,NL,0.39094903649341667,-0.31243815895556737,42398,3177.4350116026667,125.30046,133.86592
160,Bergen op Zoom,NL,0.41475779096848303,-0.45379142933595823,13394,2172.19939342432,94.8955,219.27823
161,Lünen,DE,0.39521109465789983,-0.16997203983375278,28036,1727.491950206901,107.460655,204.20721
162,Lubin,PL,0.3767740324775484,-0.2684073251958467,11998,3102.0292278412985,73.4433,176.04083
163,Brackel,DE,0.32282902833503174,-0.37886962104339816,22578,1688.2572460844513,152.20764,220.1163
164,Helmond,NL,0.44751919389365163,-0.3955974809759123,26038,1910.1075956335856,101.46069,237.86205
165,Göttingen,DE,0.46170413402178995,-0.6049693375822138,36750,2133.454749024218,100.52602,219.12442
166,Meiderich/Beeck,DE,-0.05724873258076028,-0.2948350843420255,3894,3978.4379632781097,181.20085,202.85641
167,Eindhoven,NL,0.3286631552136982,-0.2366799607283776,66927,2824.8829328289194,188.25711,159.48227
168,Neustadt,DE,0.3149777941825631,-0.24627893219590608,34690,2917.2937741748046,102.06449,248.26947
169,Moers,DE,0.22178257482263827,-0.2965089746567224,48579,2697.60621094517,164.82356,170.25116
170,Innenstadt West,DE,0.27907701016536934,-0.27643521869453236,571167,2735.5451155516466,127.56069,133.1224
171,Oostende,BE,0.27411702810409067,-0.27750233762511395,14811,3084.9421625173227,158.59927,179.58755
172,Antwerpen,BE,0.2729105389006903,-0.22841812720374902,11614,2034.0237668652774,224.17393,205.60596
173,Venlo,NL,0.28488101323367,-0.4480273488134524,20778,2094.874117440367,135.81218,206.40251
174,Duisburg-Mitte,DE,0.39787987098122696,-0.2983295807514405,32438,2735.2165205156743,140.81467,173.07344
175,Iserlohn,DE,0.5499937376940175,-0.4976677553872907,17334,1851.1050744653212,96.62399,266.19412
176,Brugge,BE,0.4017531883951433,-0.3712584810552516,23260,1815.3532671182995,106.42399,149.23294
177,Hagen-Mitte,DE,0.3617417692485069,-0.42271264309379947,39998,2129.7921676378837,99.91445,183.3693
178,Legnica,PL,0.35581323207294824,-0.4591697925737537,12811,3223.9583472603613,104.52525,171.6985
179,Krefeld-West,DE,0.19768551721030936,-0.3863861079019286,31703,2684.2949606633,170.8528,218.74489
180,Kielce,PL,0.5063930634507117,-0.3061538112146419,37307,3739.3528805125156,158.5868,193.94292
181,Ost,DE,0.17174006822863053,-0.32695692075887106,90977,3383.8983197510534,112.50082,160.95796
182,Vellmar,DE,0.34257326238949287,-0.4115025644606966,47273,2130.771414865204,192.75337,171.00386
183,Wrocław,PL,0.3692812678879994,-0.27126020374312443,109908,4266.564319907823,128.5349,133.68321
184,Antwerpen,BE,0.19915169363442525,-0.1963659694399362,63678,4029.6266516538753,230.66164,193.87126
185,Dunkerque,FR,0.15150004211624338,-0.049900843692450986,19717,2543.833442562593,180.36925,251.21175
186,Elberfeld,DE,0.3922323618580561,-0.3185562210173563,58883,2734.8570888903996,126.23338,198.30762
187,Görlitz,DE,0.4253617063843532,0.04660448011478266,10925,2408.056209395066,208.62137,255.0071
188,Lüdenscheid,DE,0.5719129620577792,-0.4907213766859853,13176,1876.7193540261062,106.21245,241.3714
189,Calais,FR,0.2943688719865665,-0.4146231334733092,11625,2027.8057621296718,179.86417,249.27226
190,Stadtbezirk 1,DE,0.28265777780275186,-0.3370714536366705,108132,3326.7853957655134,145.0033,160.02907
191,Alt-Remscheid,DE,0.48608443212637165,-0.40651640667394423,15999,2064.9298426013447,126.52182,254.13062
192,Neuss,DE,0.29641042753610725,-0.3042044600595658,31918,2478.9768641343917,158.03537,186.17348
193,Nord,DE,0.3014038849884812,-0.4504962666749584,39103,2429.748677247361,158.93755,173.9702
194,Gent,BE,0.11339234418498512,-0.16823298375973378,42753,2861.5904656782973,182.22803,142.94789
195,Częstochowa,PL,0.39956885240137924,-0.19401528813683985,29441,3651.927659233188,140.17203,143.76448
196,Hilden,DE,0.42263019086177317,-0.3164165439637752,72740,2370.4716180568603,127.67971,193.95338
197,Mechelen,BE,0.4555631732649631,0.1445661664060042,4497,1298.599654897225,366.40576,489.41116
198,Monheim am Rhein,DE,0.35289931458874363,-0.37218397562928,32304,2805.5676545533156,196.44171,225.6182
199,Cotta,DE,0.380785988728437,-0.2758095750599921,102427,3188.2483222100072,127.18725,162.19487
200,Stadtbezirk III,DE,0.27844886040899364,-0.39138907412227875,44672,2081.5690200200415,152.22675,227.64795
201,Halle-Vilvoorde,BE,0.05149556627629601,-0.20529885636534667,20797,2702.874271237472,237.00755,233.52185
202,Kortrijk,BE,0.04725810006095914,-0.3563343090328427,22802,1749.2426786182205,202.30057,170.48708
203,Sittard,NL,0.2077470725777244,-0.4362116327777716,29115,1560.5257791392273,158.30861,212.53268
204,Boulogne-sur-Mer,FR,0.40830557207945445,-0.4678056993386143,4977,2061.6131199056804,135.91689,143.78224
205,Leuven,BE,0.30514690802780414,-0.23112759951425663,20793,2253.0579691737803,176.56982,133.38623
206,Erfurt,DE,0.2561475098314849,-0.4013341498381692,33189,3021.0617577924204,90.732635,152.40076
207,Bergisch Gladbach,DE,0.305026200059527,-0.29484410626702234,156467,3323.2223962929866,173.35402,207.20097
208,Wałbrzych,PL,0.38852776937755307,-0.43463941954679153,14788,2131.7872816185777,64.112434,202.25781
209,Heerlen,NL,0.28496907410267097,-0.3659226235497214,44982,2005.4866905485956,95.07548,151.96007
210,Opole,PL,0.4574526217092968,-0.2829287957318537,16230,2496.151051821824,108.85521,198.65182
211,Porz,DE,0.1753919625924248,-0.3359628183591072,21469,2711.6086422922913,209.03076,208.2709
212,Jena-Zentrum,DE,0.5710236737737431,-0.5093612420185015,22835,2324.9880326213515,135.15111,246.86105
213,Brussel-Hoofdstad - Bruxelles-Capitale,BE,0.3015023837342885,-0.15383513902824766,125418,5597.418328491785,192.16008,142.45943
214,Maastricht,NL,0.29006724705887527,-0.39365445606535027,20528,2950.5419444393224,164.59322,185.5705
215,Herzogenrath,DE,0.4466202799123817,-0.18437296711130022,21556,1934.162114952617,110.641304,186.24403
216,Gera,DE,0.405666407114233,-0.40103198076140606,16308,2085.84298576317,103.7798,151.17218
217,Liberec,CZ,0.4204797140252592,-0.5241302181134425,20110,2085.899282038752,86.277794,190.81708
218,Düren,DE,0.38571811091582486,-0.5080045774585679,13425,2069.0140208851876,122.14004,186.07242
219,Chemnitz,DE,0.18613827272761213,-0.3536830929082852,40340,2441.999065182434,123.11151,150.88797
220,Aachen,DE,0.38459756389565686,-0.50902893999884,42439,2676.1095847553556,118.90854,237.75542
221,Lille,FR,0.21211591130938728,-0.1690129800897133,117762,3621.7971641897216,221.58904,153.90353
222,Ústí nad Labem,CZ,0.24503695261825764,-0.5156668988396078,12861,2169.74120121864,92.5351,189.04826
223,Stadtbezirk Bonn,DE,0.41235115480950557,-0.43031787147104517,113516,2406.2172395665475,139.51422,193.94653
224,Liège,BE,0.29563037824373695,-0.31789105250996774,68343,2260.6777387675315,140.9827,168.36896
225,Verviers,BE,0.7622419062684764,0.6696687159977052,799,713.6652685559573,557.95276,895.9606
226,Rzeszów,PL,0.33821239558099886,-0.3452578668961793,37768,2840.144910800461,127.49663,160.56335
227,Sosnowiec,PL,0.19073777151565033,-0.0721466788737346,13437,4256.913433869646,175.9926,154.45277
228,Lens,FR,0.27028728461041457,-0.17554005220844848,42996,1791.821285750534,140.72395,378.32697
229,Gliwice,PL,0.21638617701309104,-0.3874584424845903,23783,3148.8682799701965,98.50103,145.99115
231,Sosnowiec,PL,0.2086429945906311,-0.35192206330879977,25262,2540.896223662325,134.15569,210.0297
232,Gießen,DE,0.46956702841416,-0.5383420232871695,22236,1954.086583636557,124.34905,211.10764
233,Douai,FR,0.3234073428578435,-0.322486677142182,19760,1553.217298681275,154.1303,187.67494
234,Mons,BE,0.3011673630930544,-0.39367871483491823,16666,1552.2661704909829,177.261,205.13205
235,Namur,BE,0.29522204961223847,-0.40229518492000993,16101,1695.6885434451026,111.7619,210.90088
236,Most,CZ,0.3483203018843954,-0.41108477349475314,8216,2947.8051638946113,66.59733,332.72943
237,Katowice,PL,0.2778212732318661,-0.28353455009769696,231240,3244.249835989288,92.96788,180.56198
238,Tarnów,PL,0.4221160203551843,-0.31595738659293654,15991,3087.584958786706,151.9343,182.93324
239,Charleroi,BE,0.34728768853217007,-0.35036783757572243,40231,1821.5333629690706,139.503,188.0247
240,Jirkov,CZ,0.36839913597139246,-0.4927987931255904,10955,2658.094577305276,122.22433,211.55228
241,Valenciennes,FR,0.29850546757863716,-0.3361960532742737,23394,1984.4980724179916,214.10973,167.11821
242,Plauen,DE,0.45240100691595225,-0.3518146059682686,12809,1872.9073097093265,90.227066,169.93907
243,Arras,FR,0.37987943437331567,-0.12414341618865801,16674,2011.5195777263984,174.25237,479.8889
244,Tychy,PL,0.3010596524312897,-0.43569931919668686,15783,4736.889368805509,84.02053,171.5282
245,Kraków,PL,0.21026028562663407,-0.4006990406309205,133325,4583.164300844147,121.01625,129.41187
246,Lahnstein,DE,0.37381870272822015,-0.5039178512241437,25912,2032.301547475761,154.75812,258.5329
247,Hradec Králové,CZ,0.29716892370807757,-0.5589387813910532,17996,2274.5208579846044,84.31612,195.11078
248,Jastrzębie-Zdrój,PL,0.2459987002804231,-0.4554091609724788,9269,2902.728546147695,63.91717,173.17479
249,Cherbourg,FR,0.4173487734324174,-0.30928164870824515,9596,2135.1805889849597,138.24127,175.50656
250,Kladno,CZ,0.3184942692216188,-0.5808856779252972,11585,2891.2280552133743,120.32106,178.4552
251,Pardubice,CZ,0.14289953110481252,-0.2997350684954852,18832,2946.474946441024,106.63636,118.0912
252,Bielsko-Biała,PL,0.40458224370749934,-0.2538947668026039,27566,2675.0219442479834,161.15718,130.62704
253,Amiens,FR,0.09502718054871326,-0.37123948035241083,19594,2874.547711223954,137.84198,136.72661
254,Ostrava,CZ,0.07522404507840875,-0.15951742535096347,16768,2177.649965346734,144.6736,152.28241
255,Ostrava,CZ,0.1325299178183942,-0.5612394551126769,10753,3230.296504056287,71.50378,178.73256
256,Nowy Sącz,PL,0.45167395879785055,-0.20865547511887111,11531,2302.7515220364153,123.8826,242.18246
257,Hanau,DE,0.46978319631206733,-0.37364977191404064,20177,1895.6613171734275,147.21373,297.84116
258,Innenstadt 1,DE,0.33977618773857426,-0.411493013077823,135348,3694.997063302251,123.355194,196.57472
259,Praha,CZ,0.16726238728681533,-0.2803553398864824,169593,4415.814714495909,93.65828,118.25953
260,Havířov,CZ,0.27257211732781206,-0.38439312640617096,13117,2513.361405185618,69.3768,228.02626
261,Ostrava,CZ,-0.016036513908008424,-0.3570223431959612,16345,3310.5359011731302,136.92877,147.10208
262,Biebrich,DE,0.4366579513938904,-0.4903043332489527,32327,2976.336778714981,140.27797,200.25781
263,Schweinfurt,DE,0.38595785931900434,-0.555826602371396,21621,1647.0975507988076,130.74615,327.3681
264,Altstadt,DE,0.3035833234793991,-0.4758578102156461,50160,2987.7271436913506,136.8637,219.98987
265,Rüsselsheim am Main,DE,0.4060166023077903,-0.6195314691488378,20951,2115.610790869375,133.9031,277.3296
266,Aschaffenburg,DE,0.43597049808507804,-0.4798623368093633,15257,1987.6187888048962,121.51901,196.36331
267,"Gartenstadt, Wendelhöfen",DE,0.39573277576090327,-0.5077946785920158,18635,1780.3285465726942,120.80751,187.34537
268,Le Havre,FR,0.06818198046139834,-0.2068364412291389,25152,3051.5440066597143,209.76018,118.33596
