label,country,bounds_fid,area_km2,population,business_and_services_count,active_life_count,arts_and_entertainment_count,public_services_count,retail_count,health_and_medical_count,eat_and_drink_count,education_count,attractions_and_activities_count,religious_count,accommodation_count,business_and_services_per_1000_pop,business_and_services_per_km2,active_life_per_1000_pop,active_life_per_km2,arts_and_entertainment_per_1000_pop,arts_and_entertainment_per_km2,public_services_per_1000_pop,public_services_per_km2,retail_per_1000_pop,retail_per_km2,health_and_medical_per_1000_pop,health_and_medical_per_km2,eat_and_drink_per_1000_pop,eat_and_drink_per_km2,education_per_1000_pop,education_per_km2,attractions_and_activities_per_1000_pop,attractions_and_activities_per_km2,religious_per_1000_pop,religious_per_km2,accommodation_per_1000_pop,accommodation_per_km2
Legnica,PL,178,41.316856917991174,90963.66733843753,1452,105,40,120,690,207,172,170,30,29,28,15.962417110973757,35.14304108083632,1.1543070224877716,2.5413356153497335,0.4397360085667702,0.9681278534665652,1.3192080257003105,2.9043835603996957,7.585446147776786,16.70020547229825,2.275633844333036,5.010061641689475,1.890864836837112,4.162949769906231,1.8688780364087734,4.114543377232902,0.3298020064250776,0.7260958900999239,0.31880860621090834,0.7018926937632598,0.3078152059967391,0.6776894974265957
Krefeld-West,DE,179,86.72826870049471,205809.4159493763,3702,341,171,310,1614,774,729,302,100,105,50,17.98751521121169,42.68504439751238,1.6568726869322492,3.931820675189552,0.8308657755584006,1.9716754705495994,1.5062478972111355,3.574382431990502,7.8422067938670095,18.609849178169902,3.760760878843287,8.924425814066607,3.542111990538445,8.405563848132502,1.4673769837347193,3.4821403047133277,0.485886418455205,1.153026590964678,0.5101807393779653,1.210677920512912,0.2429432092276025,0.576513295482339
Kielce,PL,180,59.131517679851996,164140.18867678844,3353,248,100,298,1662,490,467,457,104,48,99,20.427660203330557,56.7041085965983,1.5109035879588362,4.194040838638944,0.6092353177253372,1.691145499451187,1.815521246821505,5.039613588364538,10.125490980595105,28.10683820087873,2.985253056854152,8.286612947310816,2.8451289337773247,7.897649482437044,2.7842054020047913,7.728534932491924,0.6336047304343506,1.7587913194292346,0.2924329525081618,0.8117498397365698,0.6031429645480838,1.6742340444566752
Ost,DE,181,206.7997652050205,576826.8319088877,9539,827,486,949,3918,1694,1963,970,605,169,367,16.537025450831884,46.12674482750535,1.4337058442014852,3.999037422407687,0.8425405565682246,2.35009938003644,1.6452077946157306,4.588980065132883,6.792333128877169,18.94586290325673,2.9367565901781325,8.191498662102324,3.4031010546161005,9.49227383335706,1.681613868047691,4.690527569208532,1.048841639349333,2.9255352364651155,0.29298221000006164,0.8172156280373628,0.6362394737871161,1.7746635236077644
Vellmar,DE,182,98.87439794721965,201365.79789246985,3420,326,172,454,1600,703,779,410,214,159,108,16.9840163314442,34.589338301970116,1.6189442467984823,3.2971123644568006,0.854166903218831,1.739580756707269,2.2546033375659844,4.5916840903784895,7.945738634593778,16.182146574021107,3.491158912574641,7.110030650960524,3.8685814977178454,7.878682613226527,2.0360955251146557,4.1466750595929085,1.0627425423769177,2.164362104275323,0.7896077768127567,1.6081008157933474,0.53633735783508,1.0922948937464247
Wrocław,PL,183,196.10068099711867,606157.0106096936,13483,1031,423,1065,5266,2163,2328,1559,632,245,469,22.24341179596081,68.75549810149873,1.7008794453486311,5.2575034148665125,0.6978389964912425,2.1570552322876186,1.7569705230807877,5.43088374086599,8.687518098162844,26.853552844507327,3.568382386313375,11.030048386378532,3.84058908707237,11.87145290961129,2.571940887777416,7.949997889211341,1.0426341507859698,3.2228342950491133,0.40418570718759905,1.249358231466824,0.7737269251876897,2.391628614522206
Antwerpen,BE,184,175.9766052996056,624673.4401727379,9455,1279,744,1289,5922,1584,3999,1149,897,280,421,15.13590844743688,53.728732770487134,2.047469794211715,7.268011550867588,1.191022304060607,4.227834709808824,2.0634781585136053,7.324837286214481,9.480153339579186,33.65220047242991,2.535724905419357,9.001196478947818,6.401744884325762,22.72461156522243,1.839361058287147,6.529276991357982,1.435950277879522,5.0972684606162835,0.44823420045291656,1.5911205897129983,0.6739521371095638,2.3923634581041866
Dunkerque,FR,185,70.2239221917663,134199.97093290073,1449,190,79,265,956,187,527,174,112,37,77,10.79731977531122,20.633994154343803,1.4157976240918784,2.7056307034681315,0.5886737489645179,1.1249727661788547,1.9746651072860408,3.7736428232581836,7.123697519114925,13.613594486923862,1.393442924764112,2.6629102186765294,3.9269755152443153,7.504565161724765,1.296572561010457,2.47778811791292,0.8345754415699493,1.5948980988864776,0.2757079583757869,0.5268859790964256,0.5737706160793402,1.0964924429844534
Elberfeld,DE,186,134.99218970649468,340487.49879911414,5644,445,265,516,2198,1045,943,528,404,194,89,16.576232666121847,41.80982627418228,1.306949598941216,3.2964870113414446,0.7782958285829713,1.9630765348437818,1.5154741416936348,3.8224433659599675,6.455449929152344,16.282423485232574,3.0691288334686986,7.741188599666988,2.7695583635990264,6.985589329651646,1.5507177263841845,3.911337397726478,1.1865340179151715,2.9927657361391993,0.5697712858305527,1.4371201802252591,0.26138991978824316,0.6592974022682889
Görlitz,DE,187,45.40305852483966,75874.72299288462,1359,84,73,164,716,202,254,139,97,41,96,17.911103281753586,29.931904240691225,1.1070880615653431,1.8500956263561905,0.9621122439794052,1.6078211990952607,2.161457644008527,3.6120914609811337,9.436607762866496,15.769862719893244,2.662283195669039,4.449039482427982,3.3476234242571086,5.594336774934195,1.8319671494950318,3.061467762660839,1.2784231187123603,2.1364199494827436,0.5403644110021317,0.9030228652452834,1.2652434989318206,2.1143950015499318
Lüdenscheid,DE,188,39.53996453979667,63848.17718720475,1247,72,48,103,481,198,215,110,29,36,18,19.53070635585663,31.537711642227297,1.127675106352588,1.82094245247824,0.7517834042350587,1.2139616349854934,1.6132018882543968,2.6049593417397046,7.533496196605484,12.164907217250466,3.1011065424696174,5.00759174431516,3.367363164802867,5.437536490039189,1.7228369680386764,2.7819954135084224,0.45420247339201464,0.7334351544704023,0.563837553176294,0.91047122623912,0.281918776588147,0.45523561311956
Calais,FR,189,44.95795117162039,76788.97546260105,979,105,37,136,600,103,338,121,64,16,77,12.74922596768865,21.77590336051594,1.367383786115739,2.335515682179953,0.48184000082173656,0.8229912403872215,1.7710875705880045,3.025048883585463,7.813621634947079,13.345803898171159,1.3413383806659154,2.2910296691860492,4.401673521020188,7.5181361959697535,1.5757470297143277,2.691403786131184,0.8334529743943551,1.4235524158049238,0.20836324359858877,0.35588810395123094,1.0027481098182085,1.7127115002652988
Stadtbezirk 1,DE,190,196.62391033461614,590017.5468275757,15804,1084,691,1129,6172,2717,3372,1216,656,350,588,26.785644062579884,80.37679635759774,1.837233495560402,5.513062974666917,1.1711516101773412,3.5143233537775274,1.913502413734035,5.741926290035931,10.460705843725831,31.389875165723442,4.604947792839126,13.818258396835805,5.71508426847756,17.149491098318123,2.0609556555363917,6.184395366416025,1.1118313404867377,3.336318552934961,0.5932026969060339,1.7800480084256651,0.9965805308021368,2.9904806541551174
Alt-Remscheid,DE,191,39.27399351965074,77646.32238299587,1358,94,53,109,525,214,209,84,50,26,20,17.489559818449234,34.57758883930469,1.2106175426614345,2.3934413482287487,0.6825822315005959,1.3494935261289753,1.4038011930861314,2.775373478265251,6.761427764864394,13.367624551277586,2.7560867460590104,5.448898388520768,2.6916921959174447,5.3215876785086005,1.0818284423783031,2.1388199282044136,0.6439455014156567,1.273107100121675,0.3348516607361415,0.6620156920632709,0.2575782005662627,0.5092428400486699
Neuss,DE,192,61.90787984373601,115616.14146887227,2254,205,126,180,1122,465,413,222,86,82,36,19.495547692247214,36.408935432604146,1.773108818505181,3.3113716786529945,1.0898132250324528,2.035282104928182,1.5568760357606468,2.907545864183117,9.704527289574699,18.123702553408098,4.021929759048338,7.5111601491397195,3.5721655709397067,6.6712024550423745,1.9201471107714645,3.585973232492511,0.743840772641198,1.3891608017763781,0.7092435274020724,1.3245486714611978,0.3113752071521294,0.5815091728366234
Nord,DE,193,99.56907245614889,225539.74009572266,4153,319,204,309,1797,778,721,395,147,125,63,18.413606392547052,41.70973875275396,1.4143848878455358,3.2038060828626325,0.9044969188730073,2.048828968351025,1.3700468035870552,3.103373290296406,7.96755374124899,18.047772824150943,3.449502955309802,7.813671261652439,3.196775875036462,7.241204344024947,1.7513543282099895,3.9670953063659558,0.651769838599667,1.4763620507235329,0.5542260532310094,1.255409907077834,0.2793299308284287,0.6327265931672283
Gent,BE,194,105.68052396167765,263293.1070901274,5606,630,443,1053,2949,1273,2062,912,534,145,310,21.29186009446506,53.046671135287646,2.392770577865321,5.961363327725868,1.682535501578313,4.191879292353269,3.9993451087177507,9.963992990627522,11.200445133531478,27.90485786264061,4.8349157867024655,12.045738914595285,7.831576081838558,19.51163679646149,3.463820265100274,8.629783102993636,2.028157918381081,5.0529651063581165,0.5507170377626532,1.3720598135242077,1.1773950462511897,2.9333692565000304
Częstochowa,PL,195,72.9505849720207,182143.1461688326,3305,228,75,266,1759,434,451,393,100,121,73,18.145069246451474,45.30464013780824,1.2517627195736567,3.1254033135916126,0.41176405249133446,1.0280931952603989,1.4603898395025996,3.646303865856881,9.65723957776343,24.112212406173885,2.382741317083189,5.949232623240174,2.476074502314558,6.182267080832531,2.1576436350545927,5.38720834316449,0.5490187366551126,1.3707909270138652,0.6643126713526863,1.6586570216867769,0.4007836777582322,1.0006773767201216
Hilden,DE,196,141.88807972673763,281093.77740591276,5516,418,197,391,2240,902,790,380,166,117,72,19.62334439027668,38.87571112825876,1.4870482152167608,2.9459839107346193,0.7008337282241671,1.38841825458067,1.3909948616022811,2.75569308396468,7.968870818386469,15.787090813506095,3.2088935170466946,6.357123175795758,2.8104499761273707,5.567768635120453,1.351862013833419,2.678167191576927,0.5905502481482829,1.1699361942151838,0.41623119899607897,0.824593582669738,0.25614227630527936,0.5074422047198388
Mechelen,BE,197,48.82268326136503,89865.16470157866,1696,207,107,282,944,280,541,185,162,38,66,18.872718985515938,34.737951433777496,2.303450961085966,4.2398325157971355,1.1906727190154511,2.191604247296104,3.138034642638852,5.77600371717291,10.504626605145662,19.33527485464974,3.115779077797442,5.735039151802889,6.020130289601486,11.080914932590582,2.0586397478304526,3.789222296726909,1.8027007521542344,3.3181297949716715,0.4228557319867957,0.7783267420303921,0.73443363976654,1.351830657210681
Monheim am Rhein,DE,198,69.2792850312764,127419.40095994888,2038,194,82,123,735,303,284,164,70,56,41,15.994424590338442,29.417162707148854,1.522531094467938,2.8002598455283993,0.643544070857582,1.1836149862542718,0.9653161062863731,1.7754224793814077,5.768352342442961,10.60923188898646,2.3779738228030163,4.3736017175005415,2.22885995272626,4.099349464587966,1.287088141715164,2.3672299725085435,0.5493668897564725,1.0104030370463297,0.439493511805178,0.8083224296370637,0.321772035428791,0.5918074931271359
Cotta,DE,199,188.38262270456954,533033.3744656038,8998,846,456,968,4139,1547,1848,911,648,183,547,16.880744116671877,47.76449053961355,1.5871426453327862,4.490860079630258,0.8554811421651897,2.4206054329921955,1.8160213719647007,5.138478199860626,7.764992209258158,21.97124098060241,2.9022572958981323,8.21201009833098,3.4669498919326105,9.80982201791574,1.709086229194052,4.835902520736601,1.2156837283400064,3.439807720567857,0.3433180899478721,0.9714271803455522,1.026202159570962,2.9036648505410767
Stadtbezirk III,DE,200,101.46626500433713,174416.30515594743,2561,251,153,248,1144,478,460,225,82,100,52,14.683260247430326,25.23991594536895,1.4390856392444404,2.473728583478175,0.8772115649577664,1.5078903317615966,1.4218854124805627,2.4441621063848102,6.559019805958725,11.274683264936384,2.7405694643778586,4.710925350209433,2.637368103794592,4.533526487649245,1.2900170072908332,2.217485782002348,0.47013953154599253,0.8081503738853002,0.5733408921292591,0.985549236445488,0.29813726390721473,0.5124856029516538
Halle-Vilvoorde,BE,201,43.22508548630002,73494.32559020663,1483,132,41,192,444,121,293,103,61,29,51,20.178428580581667,34.30878119304194,1.7960570280760484,3.0537822774656345,0.5578661981145302,0.9485232831522046,2.6124465862924344,4.441865130859105,6.041282730801254,10.271813115111678,1.646385609069711,2.7993004210101646,3.98670234262335,6.778471267404779,1.4014687416047955,2.3828755649921236,0.8299960508533254,1.4112175676166947,0.3945882864712531,0.6709067124735105,0.6939311244839278,1.1798704253844496
Kortrijk,BE,202,61.40353333500764,103977.14325232498,2455,238,149,343,1508,347,769,213,187,51,83,23.610958362669816,39.981412577773355,2.288964598906483,3.8759984494949324,1.4330072488952352,2.4265704578770797,3.2988019219534612,5.585997765448579,14.50318745861755,24.558847318648564,3.3372719152123933,5.651140596532527,7.395856204029771,12.523709275889088,2.0485271410381554,3.468855755220255,1.798472184855094,3.0454273531745897,0.4904924140513892,0.8305710963203427,0.7982523601228493,1.3517137449919303
Sittard,NL,203,68.4122263524643,96422.45998929159,1828,281,93,207,1051,338,404,163,116,52,47,18.95823857017351,26.720369990329264,2.9142587736426457,4.107452936150177,0.9645055727714096,1.359406131893119,2.146802726491202,3.0257749387298456,10.899950075083348,15.362751017415786,3.505407350502542,4.94063733956854,4.1898951763403165,5.905377175105593,1.6904775092660187,2.382615048371811,1.2030392090482096,1.6956033473075462,0.5392934385388526,0.7600980522413139,0.48743830021780915,0.6870117010642645
Boulogne-sur-Mer,FR,204,41.36035339655533,74617.62117811247,891,98,50,134,594,115,326,125,69,13,97,11.940879190897556,21.542369124781374,1.313362694397262,2.3694188262946967,0.6700830073455418,1.2088871562728043,1.7958224596860521,3.2398175788111154,7.960586127265038,14.361579416520916,1.5411909168947464,2.78044045942745,4.3689412078929335,7.8819442588986846,1.6752075183638546,3.0222178906820107,0.9247145501368478,1.66826427565647,0.17422158190984088,0.3143106606309291,1.2999610342503511,2.3452410831692405
Leuven,BE,205,47.04431104852499,96743.31729411255,1666,266,190,430,1095,419,816,398,191,55,124,17.22082771810624,35.41342115269929,2.7495439213783066,5.65424371345619,1.9639599438416475,4.038745509611564,4.4447514518521505,9.140318784910383,11.318611255297917,23.275928068550858,4.3310485077350025,8.906496676459186,8.434691127235709,17.345349136015983,4.113979250784083,8.46010901487054,1.9742965751250248,4.0600020649253095,0.5685147205857402,1.169110542255979,1.2817422791387596,2.6358128589043894
Erfurt,DE,206,70.41455294153307,184513.5963673143,3537,309,149,439,1423,534,630,426,159,107,139,19.16931906177166,50.23109360556273,1.6746733361853103,4.388297405744666,0.8075285666395186,2.116039849372023,2.379228461441266,6.234506670297438,7.7121687941478845,20.20889064198919,2.8940956683590797,7.583659594393694,3.414382530086555,8.94701412821728,2.3087729489156708,6.04988574384216,0.8617251147361304,2.2580559466453134,0.5799030646337482,1.5195722408242045,0.7533320185429065,1.9740237520987332
Bergisch Gladbach,DE,207,321.9655217516585,952350.220823664,21518,1974,1215,1671,8673,3886,4946,2071,1049,611,708,22.59462908654509,66.83324314644308,2.0727668843219633,6.131091271079033,1.2757911674018165,3.7736959951170337,1.7546066178834858,5.189996714272069,9.106943864095435,26.937666967613197,4.080431667920543,12.069615339115057,5.193467583513896,15.361893326624568,2.174620170937582,6.432365766162451,1.1014855428843666,3.2581128385825258,0.6415707022901316,1.8977187267625577,0.7434239889057498,2.198993221845975
Wałbrzych,PL,208,50.180742253314854,90402.74251591912,1251,84,40,101,625,144,175,132,49,33,49,13.838075761691742,24.92988233782774,0.9291753509049612,1.67394893395486,0.4424644528118863,0.7971185399785048,1.1172227433500128,2.0127243134457244,6.9135070751857235,12.454977187164138,1.5928720301227905,2.869626743922617,1.9357819810520023,3.4873936124059584,1.4601326942792248,2.6304911819290657,0.5420189546945607,0.9764702114736683,0.3650331735698062,0.6576227954822664,0.5420189546945607,0.9764702114736683
Heerlen,NL,209,111.65643473448353,184636.0755274885,2861,432,172,340,1447,532,628,272,266,93,105,15.495346680362344,25.62324336079146,2.3397377720784807,3.8690112309898326,0.931562261105321,1.5404396567829888,1.8414602835802856,3.045055135501257,7.837038324531393,12.959396414912703,2.8813437378373883,4.764615682607849,3.4012854649659396,5.624395956161146,1.4731682268642285,2.436044108401006,1.4406718689186941,2.3823078413039247,0.503693548155784,0.8329121400047557,0.568686264046853,0.9403846741989176
Opole,PL,210,45.86406682505969,99696.84955980675,2424,217,66,295,988,407,340,338,82,38,66,24.313707110131663,52.85183298825017,2.1765983675324136,4.731372837644508,0.6620068767610107,1.4390350566107721,2.958970130977244,6.432050631820875,9.910042336967855,21.54191872623398,4.082375740026232,8.874049515766428,3.4103384560415697,7.413210897691856,3.390277641594266,7.369603774764257,0.8224933923394374,1.7878920400315652,0.3811554744987637,0.8285353356243839,0.6620068767610107,1.4390350566107721
Porz,DE,211,40.403533335007666,81886.54482450499,1455,113,54,116,448,204,169,110,36,43,46,17.76848691220616,36.0117019453671,1.3799580900888633,2.796785099537101,0.6594489988035276,1.336516773230119,1.416594145577948,2.871036031383219,5.4709842863700064,11.088139155686914,2.4912517732577713,5.049063365536005,2.063831125885114,4.182802493997966,1.3433220345997785,2.7225341676909833,0.4396326658690184,0.8910111821534128,0.5251167953435497,1.0642633564610209,0.5617528508326346,1.1385142883071386
Jena-Zentrum,DE,212,44.13740404480619,78829.91038969853,1376,130,66,182,591,275,287,211,83,38,45,17.455303363884266,31.17537222178156,1.6491202305995307,2.945347666302037,0.8372456555351465,1.4953303536610343,2.308768322839343,4.123486732822852,7.497154279110175,13.390003621419261,3.4885235647297765,6.230543140254309,3.6407500475543486,6.502421386374497,2.6766489896653924,4.780525827613307,1.0528998395366236,1.8804912023313005,0.48205052894447825,0.8609477793805954,0.5708493105921453,1.0195434229507052
Brussel-Hoofdstad - Bruxelles-Capitale,BE,213,270.5147854181547,1398942.0288961534,17253,1840,1249,4259,10021,2517,7474,2192,2086,676,800,12.332891316170992,63.7783992964775,1.315279662769062,6.8018463284946735,0.8928175536948687,4.617122861027091,3.0444435237681713,15.744056257097181,7.163270380765636,37.044185901002784,1.7992167995596353,9.304482178707115,5.342608804095635,27.6288040538963,1.5668983808640131,8.10306910438061,1.491126835074056,7.711223609369505,0.4832223108868945,2.49893919459913,0.5718607229430704,2.957324490649858
Maastricht,NL,214,64.53996453979661,124836.01334223224,1963,279,123,296,1313,437,794,295,275,91,176,15.724629034880543,30.415263069901062,2.2349319922219415,4.3229029019370335,0.9852925987215012,1.9057959030044984,2.371110644077759,4.586305587718143,10.517798228628708,20.343983907682166,3.5005924035877722,6.770998452137934,6.360344092559935,12.302454853541235,2.363100135145064,4.5708113120839595,2.2028899564911613,4.260925799400302,0.728956312875257,1.4099790827106453,1.4098495721543431,2.726992511616193
Herzogenrath,DE,215,50.08749098697728,78400.5698121104,968,102,60,95,410,185,181,86,68,48,19,12.346849038468017,19.32618266408432,1.3010109524005555,2.0364366030336787,0.7653005602356209,1.1979038841374579,1.211725887039733,1.8966811498843084,5.229553828276742,8.185676541605963,2.3596767273931643,3.6935369760904955,2.308656690044123,3.613676717147998,1.0969308030043898,1.7169955672636896,0.8673406349337037,1.3576244020224524,0.6122404481884968,0.9583231073099664,0.24234517740794662,0.37933622997686167
Gera,DE,216,50.36035339655612,78818.74095127008,1446,115,61,143,561,200,255,126,57,25,20,18.345890616217705,28.713063004416572,1.4590438595193886,2.283542355123033,0.7739276124407192,1.2112702927174348,1.8142893209675877,2.83953527637038,7.1175965668728445,11.139715314991491,2.53746758177285,3.9713780089096224,3.2352711667603837,5.063506961359769,1.5986045765168955,2.5019681456130622,0.7231782608052623,1.1318427325392424,0.3171834477216062,0.4964222511137028,0.25374675817728504,0.3971378008909623
Liberec,CZ,217,61.267948884640845,103614.19345876963,1646,198,94,141,923,160,503,198,115,31,90,15.885854486286956,26.86559661233629,1.9109351083139836,3.2317060323466498,0.9072116170783558,1.5342442779827528,1.3608174256175338,2.3013664169741292,8.908045984716198,15.064973069979583,1.5441899865163504,2.6114796220983028,4.854547270110777,8.20983906197154,1.9109351083139836,3.2317060323466498,1.1098865528086268,1.8770009783831552,0.29918680988754287,0.5059741767815461,0.8686068674154471,1.4689572874302952
Düren,DE,218,40.31833675263674,74754.545120844,1439,102,77,138,620,244,247,113,37,45,22,19.249665658105382,35.690956420862086,1.3644655296224801,2.5298662647171177,1.0300377037346173,1.9098010037570399,1.8460415989010024,3.4227602404996302,8.293810082018997,15.377618471809932,3.2640155806655407,6.051836946970361,3.304146919772084,6.12624477828557,1.5116137730131396,2.8026949795395524,0.49495318231403695,0.9176965862209153,0.601970086598153,1.1161174697281402,0.29429648678131926,0.5456574296448685
Chemnitz,DE,219,80.49943298379155,189415.15958320803,3436,317,142,357,1555,624,548,374,160,66,62,18.14004754192128,42.68353046277772,1.6735724885881973,3.937915936175942,0.7496760043518108,1.7639875802428508,1.8847488278422284,4.434813846103506,8.209480188500464,19.316906248434037,3.294350892362887,7.751607394869993,2.8931158477802272,6.807501366007622,1.9744987720251919,4.64599545782272,0.8447053570161248,1.9875916397102547,0.3484409597691515,0.81988155138048,0.3273233258437484,0.7701917603877236
Aachen,DE,220,110.7775816588992,252401.85672146725,4437,354,249,465,2201,789,1049,514,279,190,145,17.57910998608999,40.05323038791539,1.4025253403371325,3.1955924176971036,0.9865220614235761,2.247747209058132,1.8423002351886062,4.197600209686874,8.720221113226069,19.868640992517868,3.125967495836151,7.1223797106299855,4.156070853145909,9.469424989164581,2.036435098681599,4.639927973718393,1.1053801411131636,2.518560125812124,0.7527678380340541,1.7151484727752817,0.5744807184996729,1.3089290976442938
Lille,FR,221,322.85772102283397,999401.1387893748,11567,1252,621,1721,6715,1720,4028,1481,722,308,434,11.57393117843721,35.826926992345115,1.2527502235154655,3.8778691617892354,0.6213721156574313,1.9234478829641495,1.7220312577237349,5.3305214276671515,6.719023762704753,20.798635320618782,1.7210306585036745,5.327424088081059,4.030413658402791,12.476083852785177,1.4818874449092685,4.587159927004679,0.7224326368835192,2.236279181159607,0.30818455977856496,0.9539805925168406,0.4342600615061597,1.344245380364639
Ústí nad Labem,CZ,222,39.957634631508704,74984.4454711244,987,124,62,105,453,148,299,146,67,20,37,13.162729867490741,24.701161845593795,1.653676295409171,3.103286797217457,0.8268381477045855,1.5516433986087286,1.4002904114351853,2.6277831750631697,6.0412529179060845,11.337007412415389,1.973742675165785,3.7039229515176104,3.987493647801146,7.48292542232274,1.9470704768527336,3.6538699386592643,0.8935186434872134,1.676775930754594,0.26672198313051143,0.5005301285834609,0.49343566879144624,0.9259807378794026
Stadtbezirk Bonn,DE,223,274.4886424243603,545494.8156502999,9403,842,503,1394,4020,2132,1989,1098,433,368,308,17.23756070676935,34.256426484353156,1.5435527081888538,3.067522184390658,0.9220985893337215,1.832498407064728,2.5554779990680077,5.0785343527797835,7.36945592270688,14.645414704572977,3.908378116221659,7.767170186604374,3.6462308035482547,7.246201454576032,2.012851393813969,4.000165508860977,0.7937747299831042,1.5774787480298753,0.6746168605861025,1.3406747789260833,0.5646249811427161,1.1220864997533524
Liège,BE,224,191.7282751493927,417400.82806628186,5177,508,331,725,3567,753,2226,579,386,154,141,12.402946165640836,27.001755458166695,1.2170555634818514,2.6495831123717752,0.7930027391978205,1.7264015948721607,1.7369395344967367,3.7813932213967267,8.545742509723944,18.604454649271897,1.8040213372083347,3.9274332354644623,5.33300331557205,11.610181118384984,1.3871558489291178,3.019898862329248,0.9247705659527453,2.013265908219499,0.3689499149137896,0.8032200773725461,0.3378047922262619,0.7354157851268117
Verviers,BE,225,34.67639574458567,68241.55831852363,767,77,32,110,557,133,271,88,59,22,21,11.239485423529725,22.118792438794866,1.128344690497769,2.220530662043292,0.46892246877829363,0.9228179374725368,1.6119209864253843,3.172186660061845,8.162181722172173,16.062799724131345,1.9489590108597827,3.835462052620231,3.971187157466174,7.815114407970547,1.2895367891403073,2.5377493280494763,0.8645758018099788,1.7014455722149897,0.32238419728507683,0.6344373320123691,0.3077303701357552,0.6055992714663523
Rzeszów,PL,226,73.54818274708585,167098.2674798647,4462,295,137,351,1941,605,569,501,122,79,88,26.70285016891435,60.66771242117189,1.7654282384199311,4.010976056531983,0.8198768429272223,1.8627244737114632,2.100560378594562,4.7723816808228,11.615919358552834,26.390862799079926,3.6206240143866384,8.225900048141863,3.4051819242743755,7.736425003954909,2.9982357540623235,6.811861031601774,0.730109305380446,1.6587765386335658,0.4727756977463544,1.0741257914102598,0.5266362202744201,1.1964945524569983
Sosnowiec,PL,227,19.812668679318815,55800.442163604544,648,47,16,58,321,62,67,82,19,14,14,11.612811204973813,32.706346150955724,0.8422872324595203,2.3722195510724062,0.28673607913515586,0.807564102492734,1.03941828686494,2.9274198715361606,5.752642587649064,16.201754806260475,1.1111023066487289,3.1293108971593444,1.200707331378465,3.3816746791883237,1.4695224055676737,4.138766025275261,0.3404990939729976,0.9589823717101216,0.2508940692432614,0.7066185896811422,0.2508940692432614,0.7066185896811422
Lens,FR,228,115.30310143600298,195803.3132787278,1928,195,83,284,1207,289,538,264,103,36,41,9.846615809077116,16.72114605755079,0.9958973458350816,1.6911947516713715,0.42389476771441936,0.7198418686601222,1.450435108805965,2.463073381921382,6.164349212425351,10.468061873165873,1.4759709381863517,2.5064373499129555,2.74765524132961,4.665962955893322,1.3482917912844181,2.2896175099550873,0.5260380852359662,0.8932977406264166,0.1838579715387843,0.3122205695393301,0.209393800919171,0.35558453753090374
Gliwice,PL,229,53.04415277846973,125928.62423767043,2542,211,56,205,1097,356,331,348,87,47,52,20.186038046460155,47.922341424063255,1.6755523319445684,3.977818269267249,0.44469635350187603,1.0557242799950992,1.6279062940693676,3.8647049535534883,8.71128392484925,20.68088455633257,2.826998247261926,6.711390065683131,2.6284730894485886,6.240084583542462,2.763470196761658,6.560572311398117,0.6908675491904145,1.6401430778495292,0.3732272966890745,0.8860543064244583,0.412932328251742,0.9803154028525922
La Louvière,BE,230,70.7328099492655,102783.87775166749,1101,136,58,120,732,170,360,111,64,32,13,10.711796675545628,15.565619417491174,1.3231647119656724,1.9227286473921887,0.5642908330441838,0.8199872172701981,1.1674982752638285,1.6965252771107546,7.121739479109355,10.348804190375603,1.6539558899570905,2.4034108092402358,3.5024948257914854,5.089575831332264,1.0799359046190415,1.5692858813274482,0.6226657468073753,0.9048134811257358,0.31133287340368765,0.4524067405628679,0.12647897982024808,0.1837902383536651
Sosnowiec,PL,231,47.26662732005081,80378.92908808588,1060,66,25,87,539,97,97,114,42,20,19,13.187535738854699,22.42597071338621,0.8211107158154812,1.3963340255504622,0.3110267862937429,0.5289144036175993,1.0823732163022253,1.8406221245892456,6.705737512493097,11.403394541995441,1.2067839308197224,2.052187886036285,1.2067839308197224,2.052187886036285,1.4182821454994676,2.411849680496253,0.5225250009734881,0.8885761980775668,0.2488214290349943,0.42313152289407946,0.2363803575832446,0.4019749467493755
Gießen,DE,232,45.36003685644356,75214.05262506125,1489,161,68,196,666,335,434,212,48,65,37,19.796832480528604,32.826251987237576,2.140557440809338,3.5493798320653123,0.9040863725157454,1.4991169477046038,2.6058960148983252,4.320984143383858,8.85472829552186,14.68252775251862,4.453954923423158,7.3853555511917985,5.770198318703434,9.567893460349971,2.8186222201961475,4.673717542843765,0.6381786158934674,1.0582001983797205,0.8642002090224037,1.4329794353058714,0.49192934975121444,0.8156959862510345
Douai,FR,233,62.42495063533329,94282.15421211917,1144,124,38,192,655,148,290,132,47,26,47,12.133791485355651,18.3260056813322,1.315201174986102,1.9863852311933503,0.4030455213667087,0.6087309579463493,2.0364405290107386,3.075693261202607,6.947232013031426,10.49259940670681,1.5697562411124444,2.3708468888436762,3.075873715693303,4.645578363274771,1.4000528636948828,2.1145391170767924,0.49850367116408706,0.7529040795652215,0.2757679883035375,0.4165001291211864,0.49850367116408706,0.7529040795652215
