column,missing_count,missing_pct
label,5,0.7153075822603719
country,5,0.7153075822603719
bounds_fid,0,0.0
area_km2,0,0.0
population,0,0.0
business_and_services_count,0,0.0
active_life_count,0,0.0
arts_and_entertainment_count,0,0.0
public_services_count,0,0.0
retail_count,0,0.0
health_and_medical_count,0,0.0
eat_and_drink_count,0,0.0
education_count,0,0.0
attractions_and_activities_count,0,0.0
religious_count,0,0.0
accommodation_count,0,0.0
