bounds_fid,City,Country,Nodes Sampled,Total Nodes,Pop Density,Coverage Ratio,% Cluster 0,% Cluster 1,% Cluster 2,% Cluster 3,Data Quality
242,Plauen,DE,10000,10779,2186.3719004644186,0.1561615178049055,56.97,0.0,2.4699999999999998,40.56,OK
373,Wittenbach,CH,10000,12775,2942.1791451683403,0.21597716224008606,56.830000000000005,0.04,15.35,27.779999999999998,OK
217,Liberec,CZ,10000,16283,2509.9900828900372,0.14426531772643383,56.79,0.08,6.1,37.03,OK
254,Ostrava,CZ,10000,13396,2464.668672392006,0.16876621044002116,56.74,0.32,12.920000000000002,30.020000000000003,OK
56,Limerick,IE,8915,8915,2979.358041064253,0.18298250760423676,56.6573191250701,0.538418395961862,2.8491306786315196,39.95513180033651,OK
177,Hagen-Mitte,DE,10000,25076,2784.058114261128,0.17591112676331636,56.65,0.06999999999999999,4.25,39.03,OK
89,Heerhugowaard,NL,10000,10413,2890.3308452087763,0.1899096165985634,56.58,0.03,7.99,35.4,OK
269,Bamberg,DE,10000,12250,2478.060007404341,0.1922951959051926,56.54,0.02,8.89,34.55,OK
81,Hasbergen,DE,8222,8222,2663.068161132772,0.20593412466948424,56.348820238384825,0.10946241790318657,3.904159571880321,39.63755777183167,OK
336,Leonding,AT,10000,34529,3465.2693919262424,0.22545518582199006,56.279999999999994,0.22999999999999998,13.58,29.909999999999997,OK
137,Ridderkerk,NL,10000,13103,3512.83178128999,0.23385580616776,56.220000000000006,0.61,5.71,37.46,OK
173,Venlo,NL,10000,16594,2531.0599064138282,0.22398734000717632,56.18,0.32,14.510000000000002,28.99,OK
191,Alt-Remscheid,DE,10000,11063,2512.403924958387,0.18849625238955095,55.76,0.02,4.6899999999999995,39.53,OK
590,Νεόκτιστα,GR,10000,33249,13466.841003943768,0.43669505400599495,55.65,0.0,2.13,42.22,OK
224,Liège,BE,10000,45758,2971.0264260274103,0.20368442679824889,55.64,0.24,8.709999999999999,35.410000000000004,OK
228,Lens,FR,10000,35869,1980.477768931441,0.17101845257861714,55.620000000000005,0.24,11.41,32.73,OK
223,Stadtbezirk Bonn,DE,14873,74368,3053.844450529803,0.19631680580429256,55.570496873529216,0.06723593088146305,6.7639346466751835,37.59833254891414,OK
48,Fingal,IE,10000,14735,3459.793582987591,0.15103104633155984,55.46,0.52,9.75,34.27,OK
82,Włocławek,PL,8721,8721,4230.244104291586,0.16731439590188935,55.429423231280815,0.10319917440660474,25.00859993120055,19.458777663112027,OK
114,Leiden,NL,10000,41624,inf,0.25551032796994194,55.1,0.1,10.47,34.33,OK
388,Luzern,CH,10000,22514,3425.960556568,0.21571862812261572,54.87,0.15,6.52,38.46,OK
319,Trnava,SK,8673,8673,3432.788355163907,0.19478041184568556,54.364118528767435,0.10377032168799724,35.99677158999193,9.535339559552634,OK
391,Bern,CH,10000,29442,3657.811583609635,0.21639972466135235,54.25,0.08,12.870000000000001,32.800000000000004,OK
383,Zürich,CH,17097,85487,4906.585359795977,0.2201131813679128,54.10305901620167,0.029244896765514415,13.563783119845588,32.30391296718722,OK
348,Angers,FR,10000,39874,2811.698344874775,0.19598012886443955,54.02,0.09,18.5,27.389999999999997,OK
400,Sibiu,RO,10000,10113,4368.414040910122,0.21788852357003036,53.93,0.35000000000000003,11.700000000000001,34.02,OK
351,Măgura,RO,6858,6858,5623.641832435281,0.2218104201877494,53.805774278215225,0.029163021289005542,28.142315543890344,18.022747156605423,OK
239,Charleroi,BE,10000,25625,2323.9284985329605,0.22799475644869657,53.52,0.19,5.58,40.71,OK
366,Székesfehérvár,HU,8811,8811,3597.290226434185,0.19153623430341632,53.228918397457726,0.05674724775848371,31.971399387129722,14.74293496765407,OK
229,Gliwice,PL,10000,19532,3613.4104083671696,0.14225331457071624,53.15,0.15,6.140000000000001,40.56,OK
127,Veenendaal,NL,10000,10430,3365.0168219178513,0.23682763416651711,53.12,0.08,8.870000000000001,37.93,OK
186,Elberfeld,DE,10000,45046,3216.3878045554347,0.18228826934728898,52.959999999999994,0.04,4.18,42.82,OK
119,Zoetermeer,NL,10000,23360,4488.164090520152,0.23546283165862786,52.949999999999996,0.3,13.87,32.879999999999995,OK
331,Troyes,FR,10000,16971,2730.81573998174,0.193965209270818,52.72,0.01,19.08,28.189999999999998,OK
58,Sankt Gertrud,DE,10000,26186,2986.29045551984,0.201596197817314,52.55,0.21,5.0200000000000005,42.22,OK
221,Lille,FR,20314,101571,3958.9891444923455,0.23350231010350422,52.50073840700994,0.3544353647730629,29.1473860391848,17.997440189032194,OK
232,Gießen,DE,10000,13898,2722.9259998327393,0.18775805276169102,52.339999999999996,0.13999999999999999,6.87,40.65,OK
325,Ergolding,DE,10000,11794,2268.245621960616,0.20315162361222258,52.11,0.33999999999999997,11.95,35.6,OK
294,Saint-Germain-en-Laye,FR,10000,13326,3406.587245128942,0.17945302591758897,52.05,0.02,18.790000000000003,29.14,OK
188,Lüdenscheid,DE,7016,7016,3137.8701595058637,0.19563307445075806,51.96693272519954,0.0,3.3209806157354618,44.712086659064994,OK
367,Târgu Mureș,RO,10000,10727,4481.006018200677,0.21480792029031223,51.92,0.0,26.43,21.65,OK
497,Бургас,BG,6875,6875,8017.41443564952,0.21121604229143864,51.738181818181815,0.08727272727272728,30.312727272727276,17.861818181818183,OK
291,Košice,SK,10000,29117,5164.0264342206265,0.16222910806419769,51.559999999999995,0.06,13.87,34.510000000000005,OK
412,Limoges,FR,10000,23505,2634.1932243767706,0.18587902486644314,51.470000000000006,0.0,17.72,30.81,OK
136,Arnhem,NL,10000,31765,3461.863774883354,0.20997756949717472,51.43,0.36,7.06,41.15,OK
141,Zwijndrecht,NL,10000,34015,3977.2460624319237,0.2192145093374519,51.15,0.12,6.890000000000001,41.839999999999996,OK
381,Besançon,FR,10000,21636,2755.462797317337,0.1880967773488543,51.129999999999995,0.02,33.19,15.659999999999998,OK
389,Poitiers,FR,10000,18085,2292.174532904008,0.17482384618821317,51.12,0.02,26.200000000000003,22.66,OK
350,Tatabánya,HU,5923,5923,2674.9725106674614,0.13550462756311063,51.0383251730542,0.5571500928583488,29.005571500928585,19.39895323315887,OK
442,Busto Arsizio,IT,10000,35149,3073.8823457634257,0.2259784566912383,50.82,0.08,18.43,30.669999999999998,OK
154,Paderborn,DE,10000,20787,2696.080980803187,0.18306164658805799,50.78,0.26,8.25,40.71,OK
280,Senlis,FR,8300,8300,3625.3967443846286,0.16904757833836603,50.602409638554214,0.09638554216867469,26.626506024096386,22.674698795180724,OK
87,Warszawa,PL,10000,14377,4340.05999521966,0.12651529417248902,50.33,0.0,37.29,12.379999999999999,OK
256,Nowy Sącz,PL,8992,8992,2760.1526201013003,0.15167222459202181,50.189056939501775,0.0,7.061832740213523,42.7491103202847,OK
293,Saint-Germain-en-Laye,FR,3108,3108,3229.5013244814772,0.18381875244710266,50.0,0.0,19.433719433719435,30.566280566280568,OK
281,Innenstadt/Jungbusch,DE,12611,63056,3823.0320770533685,0.2278803061436203,49.47268257870113,0.09515502339227658,9.134882245658552,41.29728015224804,OK
192,Neuss,DE,10000,23443,2708.6823726891216,0.19919180412376417,49.35,0.27,8.33,42.05,OK
364,Verwaltungsgemeinschaft Konstanz,DE,8496,8496,4343.143871572984,0.20644057960438994,49.31732580037665,0.2236346516007533,9.533898305084746,40.925141242937855,OK
218,Düren,DE,10000,10282,2471.4446603981455,0.1891837703552557,49.07,0.25,6.710000000000001,43.97,OK
330,Reutlingen,DE,10000,16192,2839.0387864494155,0.19863779050170458,49.059999999999995,0.15,4.22,46.57,OK
574,Baix Llobregat,ES,4425,4425,8853.20412356631,0.32744027271800286,48.67796610169491,0.47457627118644063,42.71186440677966,8.135593220338983,OK
146,Nijmegen,NL,10000,23260,3849.3529971181633,0.2114150908294573,48.44,0.1,9.180000000000001,42.28,OK
79,Stadtgebiet Bremen,DE,11327,56638,3524.9921971907074,0.20872873010261025,48.38880550896089,0.5650216297342633,12.200935817074248,38.8452370442306,OK
394,Brașov,RO,10000,15624,5961.4567902225735,0.22707164860089657,48.32,0.29,25.790000000000003,25.6,OK
9,Sørås,NO,10000,38072,2570.270534962321,0.18537068411164012,48.3,0.06999999999999999,9.48,42.15,OK
423,Annecy,FR,10000,21523,3238.4283625985317,0.16996323138129935,48.19,0.06,28.810000000000002,22.939999999999998,OK
266,Aschaffenburg,DE,9546,9546,2604.114635586613,0.20339926297642888,48.12486905510161,0.06285355122564425,7.615755290173895,44.19652210349885,OK
460,Добрич,BG,6084,6084,4657.173505413939,0.18985586623750828,47.84681130834977,0.03287310979618672,25.213675213675213,26.90664036817883,OK
260,Havířov,CZ,8098,8098,3750.566345360084,0.11361852343423642,47.80192640158064,0.04939491232403062,5.137070881699185,47.01160780439615,OK
357,Budapest,HU,26278,131390,5203.17748629354,0.20816624069198228,47.56830809041784,0.12177486871146968,25.123677601035087,27.186239439835603,OK
503,Toulouse,FR,18613,93066,3553.638524471307,0.20527203287663565,47.445333906409495,0.05909847955729866,27.93209047439961,24.563477139633587,OK
379,Küsnacht (ZH),CH,4315,4315,3560.2943978178378,0.20640583809561605,47.32329084588645,0.0,1.7844727694090383,50.89223638470452,OK
222,Ústí nad Labem,CZ,10000,10011,2624.1540284090615,0.14460029530734628,47.18,0.0,7.76,45.06,OK
505,Ourense,ES,9382,9382,5617.790653789215,0.25230871453822434,47.12214879556598,0.0,16.840758900021317,36.0370923044127,OK
285,Reims,FR,10000,23334,3955.583052775727,0.24068364511348894,47.08,0.13,29.099999999999998,23.69,OK
421,Pordenone / Pordenon,IT,10000,10319,2121.513069534194,0.2055005817512526,47.04,0.31,17.37,35.28,OK
193,Nord,DE,10000,30063,2916.4621767046046,0.1929930611225813,46.96,0.04,3.71,49.29,OK
504,El Bierzo,ES,6937,6937,3286.298435068217,0.22610444560463827,46.936716159723225,0.14415453366008363,13.2766325500937,39.642496756522995,OK
29,Centrs,LV,10000,12964,2714.237040657042,0.1594819335123162,46.81,0.04,26.71,26.44,OK
326,Miroslava,RO,10000,15651,6439.065025443811,0.20129058713446504,46.73,0.33999999999999997,20.06,32.87,OK
202,Kortrijk,BE,9970,9970,2230.176996168723,0.24425412857036993,46.62988966900702,0.17051153460381144,31.07321965897693,22.126379137412236,OK
301,Rambouillet,FR,10000,23986,3847.227934343636,0.20406836913085655,46.6,0.18,31.69,21.529999999999998,OK
437,Gallarate,IT,10000,14991,2661.0879686038083,0.20886240654549004,46.339999999999996,0.01,9.049999999999999,44.6,OK
500,Сливен,BG,6639,6639,3851.0105474640955,0.18922423896860768,46.31721644826028,0.0,6.281066425666516,47.40171712607321,OK
347,VVG der Gemeinde Gundelfingen,DE,10000,25575,4441.678082866004,0.2214325590269472,46.31,0.06,11.35,42.28,OK
96,Zwolle,NL,10000,21679,3372.8112533763406,0.23168839399169963,46.28,0.06999999999999999,9.33,44.32,OK
204,Boulogne-sur-Mer,FR,7150,7150,inf,0.22828917561064946,46.20979020979021,0.013986013986013986,13.944055944055943,39.83216783216783,OK
51,Dublin,IE,26355,131779,3725.525103088303,0.17527631903396088,46.14684120660216,0.11003604629102635,9.049516220830963,44.69360652627585,OK
107,Deventer,NL,10000,12630,2901.400554275908,0.214621601057135,46.089999999999996,0.08,8.32,45.51,OK
209,Heerlen,NL,10000,33586,2451.831098813456,0.19368117971311213,46.02,0.24,7.66,46.08,OK
356,Mulhouse,FR,10000,28804,2757.1623477736234,0.184233183786546,46.0,0.06999999999999999,10.02,43.91,OK
521,Béziers,FR,10000,13127,2740.0803108945925,0.2543212478740806,45.97,0.0,14.08,39.95,OK
253,Amiens,FR,10000,16524,3337.9092373618705,0.21321881087685515,45.96,0.02,25.230000000000004,28.79,OK
385,Seiersberg-Pirka,AT,10000,39700,3487.2431245993043,0.2142309457793612,45.94,0.11,9.86,44.09,OK
171,Oostende,BE,10000,10891,3911.8522357002566,0.26665078586842567,45.94,0.01,29.299999999999997,24.75,OK
257,Hanau,DE,10000,11470,2437.817986476302,0.21097653738677974,45.89,0.06,5.27,48.78,OK
201,Halle-Vilvoorde,BE,5212,5212,4203.388053458009,0.2615891765601075,45.874904067536455,1.1128165771297005,35.37989255564083,17.632386799693016,OK
404,Lausanne,CH,10000,26335,5406.016414695672,0.1934977990001885,45.87,0.08,15.7,38.35,OK
77,Wardenburg,DE,10000,27330,2516.917299612675,0.18064720839256393,45.86,0.12,7.779999999999999,46.239999999999995,OK
432,Como,IT,8766,8766,2875.9453889682886,0.20407988680121963,45.74492356833219,0.04563084645220169,18.30937713894593,35.90006844626968,OK
556,Segrià,ES,9799,9799,5919.483857430221,0.2925901518358649,45.57607919175426,0.09184610674558628,36.90172466578222,17.430350035717932,OK
496,Bayonne,ES,6815,6815,inf,0.2125255227583341,45.50256786500367,0.014673514306676448,10.49156272927366,43.991195891416,OK
130,Zielona Góra,PL,10000,21336,4101.497011038634,0.16076263131609148,45.42,0.0,18.91,35.67,OK
131,Kalisz,PL,9818,9818,4306.045399446947,0.1692907013090466,45.27398655530658,0.0,30.24037482175596,24.48563862293746,OK
235,Namur,BE,10000,13003,1999.659814952022,0.16878319066212746,45.26,0.1,7.84,46.800000000000004,OK
369,Winterthur,CH,10000,18183,3340.1616909102854,0.20655402942902346,45.26,0.03,9.04,45.67,OK
492,La Spezia,IT,8980,8980,16320.749876349666,0.19659343088724504,45.11135857461024,0.4565701559020045,18.78619153674833,35.645879732739424,OK
215,Herzogenrath,DE,10000,10858,2219.758708490775,0.17834519694021467,45.050000000000004,0.3,6.2700000000000005,48.38,OK
461,Ferrol,ES,8187,8187,4695.0325319611775,0.2673408526656887,45.01038231342372,0.3297911322828875,13.533650909979237,41.12617564431416,OK
355,Nantes,FR,12037,60189,3943.6770922460037,0.22202885562358546,44.97798454764476,0.1910775110077262,24.590844894907367,30.24009304644014,OK
292,Saarbrücken,DE,10000,23836,2591.654331406377,0.19370914064077246,44.86,0.04,6.35,48.75,OK
179,Krefeld-West,DE,10000,25705,3052.018168887898,0.18193242432436696,44.79,0.04,7.53,47.64,OK
21,Lundsbacken,SE,10000,16511,2814.2016987482652,0.15915243585529085,44.7,0.31,33.31,21.68,OK
298,Versailles,FR,7061,7061,3695.8546694738347,0.21960571851223146,44.667894065996315,0.0141622999575131,19.54397394136808,35.773969692678094,OK
539,Palencia,ES,6688,6688,5991.593490654421,0.2884855168689004,44.63217703349282,0.0,34.0311004784689,21.33672248803828,OK
250,Kladno,CZ,7774,7774,4038.6793779532886,0.18771265618561825,44.58451247748907,0.05145356315924878,18.381785438641625,36.98224852071006,OK
243,Arras,FR,10000,14308,2270.6843842991816,0.2015932203709575,44.58,0.13,18.98,36.309999999999995,OK
20,Stokka,NO,10000,38147,2609.961828535673,0.21081530113831398,44.39,0.08,9.15,46.379999999999995,OK
399,Szeged,HU,10000,17194,3738.629195550899,0.1760798137110108,44.379999999999995,0.01,21.52,34.089999999999996,OK
354,Wals-Siezenheim,AT,10000,21723,3490.3803437746196,0.22050378788568883,44.35,0.33999999999999997,15.47,39.839999999999996,OK
576,Baix Llobregat,ES,9696,9696,7819.71909573929,0.3034082619026169,44.152227722772274,0.2578382838283828,43.87376237623762,11.716171617161717,OK
153,'s-Hertogenbosch,NL,10000,24682,3258.4684155587825,0.22945218361658912,44.03,0.06999999999999999,10.56,45.34,OK
265,Rüsselsheim am Main,DE,10000,11171,3431.737373316466,0.2171662289248879,44.019999999999996,0.05,7.2700000000000005,48.66,OK
110,Hengelo,NL,10000,17341,2259.977341774237,0.19522769222909528,43.94,0.43,16.91,38.72,OK
537,Perugia,IT,10000,12887,2094.3501506599077,0.16104017596450534,43.88,0.13,18.67,37.32,OK
156,Marl,DE,9937,9937,2458.8518862323117,0.17167100239810706,43.71540706450639,0.12076079299587401,4.880748716916575,51.28308342558117,OK
208,Wałbrzych,PL,10000,11015,2649.0422334615782,0.13486505322919543,43.71,0.11,16.16,40.02,OK
275,Rouen,FR,10000,43622,3457.475801632608,0.19929442314975757,43.669999999999995,0.0,21.62,34.71,OK
196,Hilden,DE,10000,45763,2894.6512706177414,0.19320018312601783,43.63,0.02,3.15,53.2,OK
234,Mons,BE,10000,10300,1945.7711420192597,0.20057439668235108,43.62,0.15,6.1,50.129999999999995,OK
486,Savona,IT,6726,6726,53065.52437116033,0.2102881983386796,43.577163247100806,0.04460303300624443,27.624145108534048,28.75408861135891,OK
190,Stadtbezirk 1,DE,14697,73487,4103.46504323722,0.2105181428612713,43.53949785670545,0.21773150983193848,11.43770837585902,44.805062257603595,OK
477,Modena,IT,10000,16486,3988.1288254289634,0.22577230485115934,43.49,0.11,33.17,23.23,OK
382,Aldrans,AT,10000,13947,4807.299633434835,0.23141032455687766,43.49,0.0,13.41,43.1,OK
599,Fuenlabrada,ES,3646,3646,11835.916163285417,0.20939695318848411,43.472298409215576,0.8502468458584751,41.85408667032364,13.823368074602305,OK
415,Udine / Udin,IT,10000,13478,2638.9801175093075,0.22398909648013207,43.36,0.43,29.4,26.810000000000002,OK
60,Grudziądz,PL,10000,10544,3434.888110986939,0.13777520739836532,43.33,0.01,11.92,44.74,OK
6,Turku,FI,10000,38897,2534.484973841349,0.13964924370293508,43.230000000000004,0.29,28.249999999999996,28.23,OK
315,Esslingen am Neckar,DE,10000,19100,3063.8794500966173,0.2087214838415845,43.22,0.19,6.419999999999999,50.17,OK
138,Rotterdam,NL,21871,109355,5060.490087326574,0.2378104428173489,43.13474463901971,0.3429198482008139,12.367975858442687,44.154359654336794,OK
44,Cathair na Gaillimhe,IE,10000,11976,2355.394331787867,0.15834287265824845,43.11,0.01,6.36,50.519999999999996,OK
252,Bielsko-Biała,PL,10000,23113,3073.4178512104672,0.1382174602501258,43.07,0.29,9.24,47.4,OK
231,Sosnowiec,PL,10000,16207,3230.9394251819667,0.13674056555137512,42.72,0.11,9.26,47.910000000000004,OK
207,Bergisch Gladbach,DE,21516,107580,3977.8596431624305,0.20815394105621624,42.62409369771333,0.17196504926566275,10.847741215839376,46.35620003718163,OK
249,Cherbourg,FR,10000,12642,inf,0.18776539202768394,42.620000000000005,0.03,21.68,35.67,OK
313,Nancy,FR,10000,24500,3741.0128572817102,0.2221326462215336,42.59,0.06,23.51,33.839999999999996,OK
135,Heepen,DE,10000,45386,2474.389360561227,0.1700843199972681,42.51,0.1,5.25,52.14,OK
304,Neureut,DE,10000,40566,3787.2079209957487,0.2061856146354499,42.480000000000004,0.0,10.93,46.589999999999996,OK
258,Innenstadt 1,DE,15958,79793,4946.879659136267,0.22063414032961856,42.44892843714751,0.09399674144629652,9.788194009274346,47.668880812131846,OK
80,Assen,NL,10000,16581,2218.2488803049255,0.1783189709286288,42.4,0.25,11.24,46.11,OK
501,Vigo,ES,10000,20445,7337.967392112717,0.24680026721333959,42.33,0.0,16.25,41.42,OK
434,Trieste,IT,10000,17324,451621.8441056316,0.26821596571829665,42.230000000000004,0.16,37.0,20.61,OK
430,Varese,IT,10000,11512,2359.8822984631333,0.19859500613670747,42.19,0.0,10.12,47.69,OK
198,Monheim am Rhein,DE,10000,20299,3393.1317164752436,0.2036407748546365,42.03,0.22999999999999998,6.72,51.019999999999996,OK
120,Utrecht,NL,10000,44810,5559.0582488816835,0.26122650393601377,41.959999999999994,0.16999999999999998,16.439999999999998,41.43,OK
2,,,10000,40007,2390.5445019317567,0.17678843131219904,41.9,0.15,12.49,45.46,OK
333,Vannes,FR,10000,13948,inf,0.17684500796871885,41.760000000000005,0.0,22.82,35.42,OK
409,Rudicica,RO,10000,19776,4724.479869967497,0.22462909141807325,41.5,0.49,19.79,38.22,OK
507,Pau,FR,10000,19183,2766.1847880942632,0.17392894568390152,41.449999999999996,0.0,28.67,29.880000000000003,OK
429,Constanța,RO,10000,17678,inf,0.2409485697581573,41.44,0.04,22.75,35.77,OK
585,Anzio,IT,7413,7413,7238.627854755684,0.17852592028684833,41.41373263186294,0.0,5.449885336570889,53.136382031566164,OK
374,Dijon,FR,10000,28157,3519.222541391643,0.1879841371306308,41.4,0.16999999999999998,30.03,28.4,OK
116,Amersfoort,NL,10000,21153,3924.4631381534973,0.22346112005354646,41.39,0.11,8.12,50.38,OK
361,Oradea,RO,10000,13759,4794.324008142531,0.1969137121440693,41.370000000000005,0.11,17.560000000000002,40.96,OK
149,Oss,NL,10000,12937,2796.82040296838,0.22685495273388934,41.24,0.11,8.14,50.51,OK
586,Latina,IT,9574,9574,3335.5898317061396,0.18377709314356572,41.04867349070399,0.1148945059536244,32.682264466262794,26.15416753707959,OK
263,Schweinfurt,DE,10000,12642,2346.9004031712457,0.2111038211213711,40.99,0.15,13.01,45.85,OK
172,Antwerpen,BE,7130,7130,2545.1369280001904,0.19690552117574928,40.981767180925665,0.4067321178120617,7.475455820476859,51.13604488078541,OK
18,Tartu linn,EE,10000,16284,3222.578449443809,0.15764456087511514,40.96,0.21,24.759999999999998,34.07,OK
581,Baix Camp,ES,8125,8125,6936.623129270757,0.3112235900443405,40.89846153846154,0.08615384615384615,48.824615384615385,10.19076923076923,OK
214,Maastricht,NL,10000,15713,3586.9494614153723,0.23101614082802466,40.81,0.18,14.940000000000001,44.07,OK
199,Cotta,DE,15553,77768,3858.8576091616123,0.17386353395915138,40.78955828457532,0.1993184594611972,25.35845174564393,33.65267151031956,OK
296,Metz,FR,10000,28825,2844.458584638184,0.18603445064616603,40.68,0.12,16.96,42.24,OK
264,Altstadt,DE,10000,33122,3809.5272754945463,0.21271556217706017,40.68,0.04,12.620000000000001,46.660000000000004,OK
580,Garraf,ES,8917,8917,5018.768860037584,0.2819761868769387,40.66390041493776,0.0112145340361108,39.262083660423905,20.06280139060222,OK
108,Hilversum,NL,10000,11103,3503.1429035607935,0.21920928671721862,40.62,0.05,10.68,48.65,OK
479,Santiago,ES,10000,13992,3610.1394383799357,0.21078529266845408,40.58,0.13,20.26,39.03,OK
525,Draguignan,FR,10000,10719,inf,0.16112152991100756,40.58,0.0,20.27,39.15,OK
577,Collado Villalba,ES,5439,5439,4227.393719820059,0.21593819478778958,40.55892627321199,0.0,22.61445118587976,36.826622540908254,OK
398,La Rochelle,FR,10000,17442,inf,0.22098531975471122,40.29,0.12,27.38,32.21,OK
24,Borås,SE,10000,12108,1966.7154957304936,0.13265705578075032,40.17,0.09,28.110000000000003,31.630000000000003,OK
378,Bourges,FR,10000,13390,1720.4904056416408,0.17996467607427044,40.17,0.05,19.75,40.03,OK
