bounds_fid,City,Country,Nodes Sampled,Total Nodes,Pop Density,Coverage Ratio,% Cluster 0,% Cluster 1,% Cluster 2,% Cluster 3,Data Quality
488,Zadar,HR,7937,7937,2917.969446075824,0.19937222677287345,90.4119944563437,0.3905757843013733,4.447524253496283,4.749905505858637,OK
133,,,2033,2033,2993.108137085388,0.19825719955330198,86.32562715199214,0.0,5.902606984751599,7.771765863256272,OK
359,Érd,HU,8901,8901,2041.2709370551806,0.1714310310465637,85.10279743849006,0.011234692731153803,1.988540613414223,12.897427255364565,OK
550,Pescara,IT,10000,19386,86724.25847198673,0.2485528073126295,82.04,0.0,6.140000000000001,11.82,OK
489,Forlì,IT,10000,10055,2536.152095256857,0.20024131497779868,75.33999999999999,0.0,17.34,7.32,OK
321,Nitra,SK,10000,11948,2872.400148930383,0.14679115855854313,72.82,0.15,6.78,20.25,OK
344,Unirea,RO,5003,5003,3117.303778436437,0.1748907000179121,72.17669398360982,0.0,8.894663202078751,18.928642814311413,OK
380,Thalwil,CH,2580,2580,4059.905724496674,0.23154764739108857,72.09302325581395,0.0,1.0465116279069768,26.86046511627907,OK
386,Biel/Bienne,CH,8127,8127,3885.440466838201,0.219668457231407,68.58619416758953,0.1353512981419958,10.409745293466225,20.868709240802264,OK
493,Rimini,IT,10000,14174,6687.3480381132185,0.22903690603151342,67.81,0.15,10.61,21.43,OK
506,Prato,IT,10000,17657,3400.17025241799,0.24431711638985118,67.72,0.31,22.86,9.11,OK
123,Den Haag,NL,16607,83039,inf,0.26664892306331184,66.91154332510388,0.19268982958993197,13.024628168844462,19.871138676461733,OK
417,Valea Voievozilor,RO,3981,3981,5219.226900541205,0.21579189685270794,66.74202461693042,0.0,15.197186636523485,18.060788746546095,OK
372,Szombathely,HU,8410,8410,2832.52704456115,0.16518548986636325,66.34958382877527,0.20214030915576697,7.966706302021404,25.48156956004756,OK
426,Pitești,RO,6962,6962,6106.172306553852,0.19825895388526768,64.50732548118356,0.15800057454754382,20.295891985061765,15.038781959207123,OK
240,Jirkov,CZ,8214,8214,3350.14190380581,0.14620252452514976,63.48916484051619,0.0,12.320428536644751,24.190406622839056,OK
502,Pesaro,IT,7483,7483,11620.68060497633,0.22919201066516096,62.99612454897768,0.681544834959241,9.55499131364426,26.76733930241881,OK
377,Kecskemét,HU,9146,9146,2946.9018595374523,0.20272190884747815,62.43166411546031,0.021867483052700636,18.401486988847584,19.144981412639407,OK
349,Győr,HU,10000,10886,3515.540790426246,0.177384085671052,62.43,0.66,10.620000000000001,26.290000000000003,OK
518,Вилна зона,BG,7828,7828,5166.982636349083,0.19793591328659996,62.0464997445069,0.1021972406745018,23.54368932038835,14.307613694430248,OK
410,Saint-Julien-en-Genevois,CH,10000,38028,7343.088376627335,0.22500628658334393,61.9,0.13999999999999999,11.52,26.44,OK
303,Manolești,RO,5085,5085,6586.466342219024,0.1924173479642208,61.86823992133726,0.058997050147492625,17.52212389380531,20.55063913470993,OK
124,Berkel en Rodenrijs,NL,10000,15189,3389.6521335529055,0.21862843710153157,61.839999999999996,0.19,2.97,35.0,OK
290,Mantes-la-Jolie,FR,10000,10555,3098.3867083458767,0.1639972336788116,61.07,0.03,14.26,24.64,OK
50,Koszalin,PL,10000,13143,4109.538150328735,0.15825179124877245,60.96,0.06,15.620000000000001,23.36,OK
112,Soest,NL,9222,9222,2430.057698430825,0.18498238167430933,60.583387551507265,0.02168726957276079,4.369984818911298,35.02494036000868,OK
134,Ridderkerk,NL,2781,2781,3498.2050128604305,0.22174344219845718,60.373966199208915,1.0068320747932398,9.70873786407767,28.91046386192017,OK
49,Ełk,PL,7482,7482,4803.784196988256,0.16335944783578174,60.07751937984496,0.013365410318096765,26.4635124298316,13.445602780005347,OK
406,Buzău,RO,5408,5408,5668.078256421644,0.24682467613738804,59.966715976331365,0.07396449704142012,10.706360946745562,29.252958579881653,OK
203,Sittard,NL,10000,17637,2015.7142997113144,0.19687482388042912,59.589999999999996,0.33,10.02,30.06,OK
462,Русе,BG,9215,9215,5485.001711704576,0.21747671882397132,59.522517634291916,0.08681497558328813,21.313076505697232,19.077590884427565,OK
84,Legionowo,PL,8922,8922,3816.1164555273385,0.13739492565563297,59.41492938802959,0.0,20.86976014346559,19.71531046850482,OK
471,Carpi,IT,7327,7327,2817.2149618253816,0.18976996150203856,59.328510986761295,0.0,14.030298894499795,26.641190118738912,OK
490,Pontevedra,ES,7344,7344,4263.524473219857,0.19721695254403498,58.55119825708061,0.1497821350762527,11.655773420479303,29.643246187363836,OK
241,Valenciennes,FR,10000,17322,2409.6020485243253,0.20974218172147305,58.269999999999996,0.38999999999999996,19.85,21.490000000000002,OK
448,Rijeka,HR,10000,12299,3576.006537112324,0.16190030319692755,58.08,0.01,7.26,34.65,OK
220,Aachen,DE,10000,27336,3573.575388078582,0.1950323308153867,57.84,0.11,16.39,25.66,OK
413,Ploiești,RO,10000,10075,5667.986794108721,0.2241832781670079,57.64,0.04,12.85,29.470000000000002,OK
273,Mitte-Gartenfeld,DE,10000,15108,2345.316786057966,0.20383830569420117,57.26,0.12,7.6499999999999995,34.97,OK
91,Alkmaar,NL,10000,15560,3572.93667013715,0.21870927096553075,57.16,0.24,11.52,31.080000000000002,OK
353,Budapest,HU,10000,10817,2291.507408097974,0.16978787417522986,57.11000000000001,0.0,4.46,38.43,OK
233,Douai,FR,10000,15134,1829.1408484282863,0.18051054016222504,56.97,0.06,15.340000000000002,27.63,OK
