Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
GR,22.219341457091005,3.4482758620689653,6.896551724137931,1.1407829919626653,25.823178636245785,36.9198859217008,0.025926886180969663,3.5260565206118746
BE,45.98580010922993,3.713817586018569,13.653741125068269,5.133806663025669,3.2768978700163847,22.31021299836155,0.4642271982523211,5.461496450027307
ES,16.920494554982398,15.323835257512485,11.954474740031113,6.910668959305657,14.460001637599278,21.354294604110375,2.3786129534103004,10.69761729304839
NL,53.50165562913908,1.456953642384106,8.9817880794702,7.789735099337748,3.1208609271523176,19.586092715231786,0.35596026490066224,5.206953642384106
LU,17.22689075630252,9.243697478991598,31.512605042016805,0.42016806722689076,12.605042016806722,16.386554621848738,0.0,12.605042016806722
PT,27.082330284063556,11.338468945594608,16.53827636013481,4.525758305247954,18.030813673567643,13.095811266249399,0.7462686567164178,8.642272508425613
FR,48.692835078731264,6.125216605138251,12.566865064416485,9.364876064190462,4.972500565056882,12.367211632637686,1.054772847133278,4.855722142695698
MT,12.992125984251967,5.511811023622047,16.535433070866144,7.086614173228346,36.22047244094488,10.236220472440944,2.3622047244094486,9.05511811023622
IE,61.082995951417004,1.8218623481781375,9.868421052631579,3.54251012145749,5.263157894736842,9.564777327935223,0.7591093117408907,8.097165991902834
IT,18.726259812610788,12.226724065164177,9.420106356039504,5.414872963619482,31.0627162994851,8.390309783067442,2.2706170338482314,12.488393686165274
