Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
CY,31.504424778761063,2.3008849557522124,4.424778761061947,0.7079646017699115,47.61061946902655,2.47787610619469,0.35398230088495575,10.619469026548673
MT,12.992125984251967,5.511811023622047,16.535433070866144,7.086614173228346,36.22047244094488,10.236220472440944,2.3622047244094486,9.05511811023622
HR,27.29124236252546,9.23285811269518,8.825526137135098,3.73387644263408,34.419551934826885,2.172437202987101,1.6293279022403258,12.695179904955872
BG,25.179856115107913,13.151079136690647,6.359712230215828,3.884892086330935,32.86330935251798,5.266187050359712,1.0647482014388487,12.23021582733813
CH,18.33236490412551,12.84137129575828,17.576990122022078,3.2248692620569437,32.51016850668216,5.839628123184195,0.610110400929692,9.06449738524114
IT,18.726259812610788,12.226724065164177,9.420106356039504,5.414872963619482,31.0627162994851,8.390309783067442,2.2706170338482314,12.488393686165274
SI,33.96551724137931,7.06896551724138,7.758620689655173,4.482758620689655,30.517241379310345,4.137931034482759,1.5517241379310345,10.517241379310345
RO,35.9319526627219,11.18343195266272,7.366863905325443,4.556213017751479,27.559171597633135,2.1449704142011834,0.7544378698224852,10.502958579881657
EE,24.367816091954023,16.206896551724135,5.057471264367816,6.666666666666667,26.551724137931032,0.5747126436781609,3.4482758620689653,17.126436781609193
FI,26.865079365079364,11.626984126984127,2.142857142857143,11.626984126984127,26.46825396825397,0.2777777777777778,2.0634920634920633,18.928571428571427
