Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
LT,21.630615640599,21.048252911813645,5.906821963394343,6.655574043261231,20.382695507487522,0.7487520798668885,5.574043261231281,18.05324459234609
SK,32.39795918367347,19.706632653061224,20.727040816326532,3.2525510204081636,10.076530612244898,4.783163265306122,1.0841836734693877,7.971938775510204
AT,26.810724289715886,17.9671868747499,15.286114445778312,3.601440576230492,20.928371348539414,6.682673069227691,1.0804321728691477,7.643057222889156
EE,24.367816091954023,16.206896551724135,5.057471264367816,6.666666666666667,26.551724137931032,0.5747126436781609,3.4482758620689653,17.126436781609193
CZ,35.36807949705942,16.06165078077469,20.56378016629487,3.873453660515108,9.835733117014804,5.901439870208883,0.7503548975866964,7.6455080105455275
ES,16.920494554982398,15.323835257512485,11.954474740031113,6.910668959305657,14.460001637599278,21.354294604110375,2.3786129534103004,10.69761729304839
LV,29.117379435850772,14.64968152866242,5.823475887170155,4.731574158325751,25.84167424931756,1.7288444040036397,1.8198362147406733,16.287534121929028
PL,36.01024727110715,13.56649587881488,15.409890844286034,5.9478725774114505,17.047226553798172,2.060592559590109,1.681889062151927,8.275785252840276
BG,25.179856115107913,13.151079136690647,6.359712230215828,3.884892086330935,32.86330935251798,5.266187050359712,1.0647482014388487,12.23021582733813
CH,18.33236490412551,12.84137129575828,17.576990122022078,3.2248692620569437,32.51016850668216,5.839628123184195,0.610110400929692,9.06449738524114
