Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
LT,21.630615640599,21.048252911813645,5.906821963394343,6.655574043261231,20.382695507487522,0.7487520798668885,5.574043261231281,18.05324459234609
EE,24.367816091954023,16.206896551724135,5.057471264367816,6.666666666666667,26.551724137931032,0.5747126436781609,3.4482758620689653,17.126436781609193
ES,16.920494554982398,15.323835257512485,11.954474740031113,6.910668959305657,14.460001637599278,21.354294604110375,2.3786129534103004,10.69761729304839
MT,12.992125984251967,5.511811023622047,16.535433070866144,7.086614173228346,36.22047244094488,10.236220472440944,2.3622047244094486,9.05511811023622
IT,18.726259812610788,12.226724065164177,9.420106356039504,5.414872963619482,31.0627162994851,8.390309783067442,2.2706170338482314,12.488393686165274
SE,33.83188186293071,8.36804240817872,4.051495645588792,10.318061340401364,21.37447936387732,1.3063233623627415,2.0636122680802726,18.68610374858008
FI,26.865079365079364,11.626984126984127,2.142857142857143,11.626984126984127,26.46825396825397,0.2777777777777778,2.0634920634920633,18.928571428571427
LV,29.117379435850772,14.64968152866242,5.823475887170155,4.731574158325751,25.84167424931756,1.7288444040036397,1.8198362147406733,16.287534121929028
PL,36.01024727110715,13.56649587881488,15.409890844286034,5.9478725774114505,17.047226553798172,2.060592559590109,1.681889062151927,8.275785252840276
HR,27.29124236252546,9.23285811269518,8.825526137135098,3.73387644263408,34.419551934826885,2.172437202987101,1.6293279022403258,12.695179904955872
