Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
DK,44.08493427704752,5.207280080889787,2.7805864509605662,16.076845298281093,18.70576339737108,1.5672396359959553,1.5166835187057632,10.06066734074823
FI,26.865079365079364,11.626984126984127,2.142857142857143,11.626984126984127,26.46825396825397,0.2777777777777778,2.0634920634920633,18.928571428571427
SE,33.83188186293071,8.36804240817872,4.051495645588792,10.318061340401364,21.37447936387732,1.3063233623627415,2.0636122680802726,18.68610374858008
FR,48.692835078731264,6.125216605138251,12.566865064416485,9.364876064190462,4.972500565056882,12.367211632637686,1.054772847133278,4.855722142695698
NO,48.73463485177151,5.061460592913955,6.941431670281996,7.881417208966016,16.919739696312362,4.2660882140274765,0.8676789587852495,9.327548806941431
NL,53.50165562913908,1.456953642384106,8.9817880794702,7.789735099337748,3.1208609271523176,19.586092715231786,0.35596026490066224,5.206953642384106
MT,12.992125984251967,5.511811023622047,16.535433070866144,7.086614173228346,36.22047244094488,10.236220472440944,2.3622047244094486,9.05511811023622
ES,16.920494554982398,15.323835257512485,11.954474740031113,6.910668959305657,14.460001637599278,21.354294604110375,2.3786129534103004,10.69761729304839
EE,24.367816091954023,16.206896551724135,5.057471264367816,6.666666666666667,26.551724137931032,0.5747126436781609,3.4482758620689653,17.126436781609193
LT,21.630615640599,21.048252911813645,5.906821963394343,6.655574043261231,20.382695507487522,0.7487520798668885,5.574043261231281,18.05324459234609
