Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
LU,17.22689075630252,9.243697478991598,31.512605042016805,0.42016806722689076,12.605042016806722,16.386554621848738,0.0,12.605042016806722
DE,40.54629301170628,9.103064370889841,21.183180069309905,3.118945616285098,11.523453488689388,6.636286735612738,0.8841105683957758,7.004666139110978
SK,32.39795918367347,19.706632653061224,20.727040816326532,3.2525510204081636,10.076530612244898,4.783163265306122,1.0841836734693877,7.971938775510204
CZ,35.36807949705942,16.06165078077469,20.56378016629487,3.873453660515108,9.835733117014804,5.901439870208883,0.7503548975866964,7.6455080105455275
CH,18.33236490412551,12.84137129575828,17.576990122022078,3.2248692620569437,32.51016850668216,5.839628123184195,0.610110400929692,9.06449738524114
PT,27.082330284063556,11.338468945594608,16.53827636013481,4.525758305247954,18.030813673567643,13.095811266249399,0.7462686567164178,8.642272508425613
MT,12.992125984251967,5.511811023622047,16.535433070866144,7.086614173228346,36.22047244094488,10.236220472440944,2.3622047244094486,9.05511811023622
PL,36.01024727110715,13.56649587881488,15.409890844286034,5.9478725774114505,17.047226553798172,2.060592559590109,1.681889062151927,8.275785252840276
AT,26.810724289715886,17.9671868747499,15.286114445778312,3.601440576230492,20.928371348539414,6.682673069227691,1.0804321728691477,7.643057222889156
BE,45.98580010922993,3.713817586018569,13.653741125068269,5.133806663025669,3.2768978700163847,22.31021299836155,0.4642271982523211,5.461496450027307
