Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
DK,1.5672396359959553,17.391304347826086,6.016177957532862,2.62891809908999,61.071789686552066,5.915065722952477,1.2639029322548028,4.145601617795753
CY,0.8849557522123894,9.557522123893806,10.79646017699115,0.17699115044247787,55.39823008849557,4.778761061946903,1.415929203539823,16.991150442477874
SI,5.172413793103448,10.517241379310345,8.96551724137931,1.5517241379310345,52.241379310344826,9.137931034482758,4.137931034482759,8.275862068965518
HU,3.3810143042912877,12.925877763329,11.729518855656696,1.2483745123537062,51.57347204161249,8.608582574772432,4.837451235370612,5.695708712613784
FI,1.3492063492063493,22.77777777777778,2.1825396825396823,2.2222222222222223,50.99206349206349,14.166666666666666,1.3888888888888888,4.920634920634921
NO,3.398409255242227,11.641359363702097,23.427331887201735,0.9399855386840202,49.60231381055676,4.916847433116414,2.6030368763557483,3.470715835140998
HR,3.122878479293958,12.016293279022404,10.930074677528854,1.6293279022403258,48.54039375424304,11.405295315682281,3.5980991174473864,8.757637474541752
RO,3.2396449704142007,12.928994082840237,11.863905325443787,0.6656804733727811,48.091715976331365,12.707100591715975,3.4023668639053253,7.100591715976331
SE,2.0636122680802726,24.308973873532754,7.175312381673608,2.3286633850814087,46.66792881484286,9.712230215827338,2.7073078379401743,5.0359712230215825
LV,2.3657870791628755,18.835304822565966,8.735213830755233,1.5468607825295724,39.85441310282074,17.561419472247497,3.2757051865332123,7.825295723384896
