cluster,Building,Block,Mean Height Median,Mean Height Mad,Area Median,Fractal Dimension Median,Block Covered Ratio Median,Shared Walls Median
0,-0.18215461615434914,0.14151919833534496,0.23756239112933017,0.0560534682518345,0.1960498523740617,0.1690511003172804,0.1022826854719673,-0.201304393812762
1,0.4858702352799733,0.08920382026861941,-0.25798730446201246,-0.1766073021138478,-0.09774674303526003,-0.0721509995085063,0.004215383761597586,0.13691554439909304
2,-0.11303402718617146,-0.1305337339381845,0.23270243767812837,0.17575799827552688,0.010973190149994599,-0.03896886038217145,-0.04015493695679862,0.18264460797062024
3,0.2364442634339606,0.28763611215381313,0.277964752086062,0.15204040428567503,-0.014880048702889991,0.04344841921599686,0.5528881889025111,0.4943725624681058
4,-0.21753219347276267,-0.17654013933356635,-0.3454220610301977,-0.27596622792856096,-0.07757832192008456,-0.25066200200743033,-0.29679202911679137,-0.4339343583284284
5,-0.13006934486259464,-0.06378428530753069,-0.01424000390265087,-0.10482745843372472,0.09832649598923912,0.4926569582987033,-0.0880366195355918,-0.04071115515367411
6,-0.14543577551949277,-0.06376939625645145,0.2525922622990518,0.5384915043033659,0.025742082829159536,0.034468408517249624,-0.03528371207482135,-0.10928617902149473
7,-0.1194555538815004,-0.0878773659743709,-0.10403457547080244,-0.11137248136671085,-0.02012484172732861,-0.02225980289327372,-0.15196400174678165,0.08702011881172145
